"Município";"Masculino";"Feminino";"Total"
"311547 Catuti";-;-;-
"311550 Caxambu";-;-;-
"311560 Cedro do Abaeté";-;-;-
"311570 Central de Minas";-;-;-
"311580 Centralina";-;-;-
"311590 Chácara";-;-;-
"311600 Chalé";-;-;-
"311610 Chapada do Norte";-;-;-
"311615 Chapada Gaúcha";-;-;-
"311620 Chiador";-;-;-
"311630 Cipotânea";-;-;-
"311640 Claraval";-;-;-
"311650 Claro dos Poções";-;-;-
"311660 Cláudio";-;-;-
"311670 Coimbra";-;-;-
"311680 Coluna";-;-;-
"311690 Comendador Gomes";-;-;-
"311700 Comercinho";-;-;-
"311710 Conceição da Aparecida";-;-;-
"311520 Conceição da Barra de Minas";-;-;-
"311730 Conceição das Alagoas";-;-;-
"311720 Conceição das Pedras";-;-;-
"311740 Conceição de Ipanema";-;-;-
"311750 Conceição do Mato Dentro";-;-;-
"311760 Conceição do Pará";-;-;-
"311770 Conceição do Rio Verde";-;-;-
"311780 Conceição dos Ouros";-;-;-
"311783 Cônego Marinho";-;-;-
"311787 Confins";-;-;-
"311790 Congonhal";-;-;-
"311800 Congonhas";-;-;-
"311810 Congonhas do Norte";-;-;-
"311820 Conquista";-;-;-
"311830 Conselheiro Lafaiete";-;-;-
"311840 Conselheiro Pena";-;-;-
"311850 Consolação";-;-;-
"311860 Contagem";-;-;-
"311870 Coqueiral";-;-;-
"311880 Coração de Jesus";-;-;-
"311890 Cordisburgo";-;-;-
"311900 Cordislândia";-;-;-
"311910 Corinto";-;-;-
"311920 Coroaci";-;-;-
"311930 Coromandel";-;-;-
"311940 Coronel Fabriciano";-;-;-
"311950 Coronel Murta";-;-;-
"311960 Coronel Pacheco";-;-;-
"311970 Coronel Xavier Chaves";-;-;-
"311980 Córrego Danta";-;-;-
"311990 Córrego do Bom Jesus";-;-;-
"311995 Córrego Fundo";-;-;-
"312000 Córrego Novo";-;-;-
"312010 Couto de Magalhães de Minas";-;-;-
"312015 Crisólita";-;-;-
"312020 Cristais";-;-;-
"312030 Cristália";-;-;-
"312040 Cristiano Otoni";-;-;-
"312050 Cristina";-;-;-
"312060 Crucilândia";-;-;-
"312070 Cruzeiro da Fortaleza";-;-;-
"312080 Cruzília";-;-;-
"312083 Cuparaque";-;-;-
"312087 Curral de Dentro";-;-;-
"312090 Curvelo";-;-;-
"312100 Datas";-;-;-
"312110 Delfim Moreira";-;-;-
"312120 Delfinópolis";-;-;-
"312125 Delta";-;-;-
"312130 Descoberto";-;-;-
"312140 Desterro de Entre Rios";-;-;-
"312150 Desterro do Melo";-;-;-
"312160 Diamantina";-;-;-
"312170 Diogo de Vasconcelos";-;-;-
"312180 Dionísio";-;-;-
"312190 Divinésia";-;-;-
"312200 Divino";-;-;-
"312210 Divino das Laranjeiras";-;-;-
"312220 Divinolândia de Minas";-;-;-
"312230 Divinópolis";-;-;-
"312235 Divisa Alegre";-;-;-
"312240 Divisa Nova";-;-;-
"312245 Divisópolis";-;-;-
"312247 Dom Bosco";-;-;-
"312250 Dom Cavati";-;-;-
"312260 Dom Joaquim";-;-;-
"312270 Dom Silvério";-;-;-
"312280 Dom Viçoso";-;-;-
"312290 Dona Eusébia";-;-;-
"312300 Dores de Campos";-;-;-
"312310 Dores de Guanhães";-;-;-
"312320 Dores do Indaiá";-;-;-
"312330 Dores do Turvo";-;-;-
"312340 Doresópolis";-;-;-
"312350 Douradoquara";-;-;-
"312352 Durandé";-;-;-
"312360 Elói Mendes";-;-;-
"312370 Engenheiro Caldas";-;-;-
"312380 Engenheiro Navarro";-;-;-
"312385 Entre Folhas";-;-;-
"312390 Entre Rios de Minas";-;-;-
"312400 Ervália";-;-;-
"312410 Esmeraldas";-;-;-
"312420 Espera Feliz";-;-;-
"312430 Espinosa";-;-;-
"312440 Espírito Santo do Dourado";-;-;-
"312450 Estiva";-;-;-
"312460 Estrela Dalva";-;-;-
"312470 Estrela do Indaiá";-;-;-
"312480 Estrela do Sul";-;-;-
"312490 Eugenópolis";-;-;-
"312500 Ewbank da Câmara";-;-;-
"312510 Extrema";-;-;-
"312520 Fama";-;-;-
"312530 Faria Lemos";-;-;-
"312540 Felício dos Santos";-;-;-
"312560 Felisburgo";-;-;-
"312570 Felixlândia";-;-;-
"312580 Fernandes Tourinho";-;-;-
"312590 Ferros";-;-;-
"312595 Fervedouro";-;-;-
"312600 Florestal";-;-;-
"312610 Formiga";-;-;-
"312620 Formoso";-;-;-
"312630 Fortaleza de Minas";-;-;-
"312640 Fortuna de Minas";-;-;-
"312650 Francisco Badaró";-;-;-
"312660 Francisco Dumont";-;-;-
"312670 Francisco Sá";-;-;-
"312675 Franciscópolis";-;-;-
"312680 Frei Gaspar";-;-;-
"312690 Frei Inocêncio";-;-;-
"312695 Frei Lagonegro";-;-;-
"312700 Fronteira";-;-;-
"312705 Fronteira dos Vales";-;-;-
"312707 Fruta de Leite";-;-;-
"312710 Frutal";-;-;-
"312720 Funilândia";-;-;-
"312730 Galiléia";-;-;-
"312733 Gameleiras";-;-;-
"312735 Glaucilândia";-;-;-
"312737 Goiabeira";-;-;-
"312738 Goianá";-;-;-
"312740 Gonçalves";-;-;-
"312750 Gonzaga";-;-;-
"312760 Gouveia";-;-;-
"312770 Governador Valadares";-;-;-
"312780 Grão Mogol";-;-;-
"312790 Grupiara";-;-;-
"312800 Guanhães";-;-;-
"312810 Guapé";-;-;-
"312820 Guaraciaba";-;-;-
"312825 Guaraciama";-;-;-
"312830 Guaranésia";-;-;-
"312840 Guarani";-;-;-
"312850 Guarará";-;-;-
"312860 Guarda-Mor";-;-;-
"312870 Guaxupé";-;-;-
"312880 Guidoval";-;-;-
"312890 Guimarânia";-;-;-
"312900 Guiricema";-;-;-
"312910 Gurinhatã";-;-;-
"312920 Heliodora";-;-;-
"312930 Iapu";-;-;-
"312940 Ibertioga";-;-;-
"312950 Ibiá";-;-;-
"312960 Ibiaí";-;-;-
"312965 Ibiracatu";-;-;-
"312970 Ibiraci";-;-;-
"312980 Ibirité";-;-;-
"312990 Ibitiúra de Minas";-;-;-
"313000 Ibituruna";-;-;-
"313005 Icaraí de Minas";-;-;-
"313010 Igarapé";-;-;-
"313020 Igaratinga";-;-;-
"313030 Iguatama";-;-;-
"313040 Ijaci";-;-;-
"313050 Ilicínea";-;-;-
"313055 Imbé de Minas";-;-;-
"313060 Inconfidentes";-;-;-
"313065 Indaiabira";-;-;-
"313070 Indianópolis";-;-;-
"313080 Ingaí";-;-;-
"313090 Inhapim";-;-;-
"313100 Inhaúma";-;-;-
"313110 Inimutaba";-;-;-
"313115 Ipaba";-;-;-
"313120 Ipanema";-;-;-
"313130 Ipatinga";-;-;-
"313140 Ipiaçu";-;-;-
"313150 Ipuiúna";-;-;-
"313160 Iraí de Minas";-;-;-
"313170 Itabira";-;-;-
"313180 Itabirinha";-;-;-
"313190 Itabirito";-;-;-
"313200 Itacambira";-;-;-
"313210 Itacarambi";-;-;-
"313220 Itaguara";-;-;-
"313230 Itaipé";-;-;-
"313240 Itajubá";-;-;-
"313250 Itamarandiba";-;-;-
"313260 Itamarati de Minas";-;-;-
"313270 Itambacuri";-;-;-
"313280 Itambé do Mato Dentro";-;-;-
"313290 Itamogi";-;-;-
"313300 Itamonte";-;-;-
"313310 Itanhandu";-;-;-
"313320 Itanhomi";-;-;-
"313330 Itaobim";-;-;-
"313340 Itapagipe";-;-;-
"313350 Itapecerica";-;-;-
"313360 Itapeva";-;-;-
"313370 Itatiaiuçu";-;-;-
"313375 Itaú de Minas";-;-;-
"313380 Itaúna";-;-;-
"313390 Itaverava";-;-;-
"313400 Itinga";-;-;-
"313410 Itueta";-;-;-
"313420 Ituiutaba";-;-;-
"313430 Itumirim";-;-;-
"313440 Iturama";-;-;-
"313450 Itutinga";-;-;-
"313460 Jaboticatubas";-;-;-
"313470 Jacinto";-;-;-
"313480 Jacuí";-;-;-
"313490 Jacutinga";-;-;-
"313500 Jaguaraçu";-;-;-
"313505 Jaíba";-;-;-
"313507 Jampruca";-;-;-
"313510 Janaúba";-;-;-
"313520 Januária";-;-;-
"313530 Japaraíba";-;-;-
"313535 Japonvar";-;-;-
"313540 Jeceaba";-;-;-
"313545 Jenipapo de Minas";-;-;-
"313550 Jequeri";-;-;-
"313560 Jequitaí";-;-;-
"313570 Jequitibá";-;-;-
"313580 Jequitinhonha";-;-;-
"313590 Jesuânia";-;-;-
"313600 Joaíma";-;-;-
"313610 Joanésia";-;-;-
"313620 João Monlevade";-;-;-
"313630 João Pinheiro";-;-;-
"313640 Joaquim Felício";-;-;-
"313650 Jordânia";-;-;-
"313652 José Gonçalves de Minas";-;-;-
"313655 José Raydan";-;-;-
"313657 Josenópolis";-;-;-
"313665 Juatuba";-;-;-
"313670 Juiz de Fora";-;-;-
"313680 Juramento";-;-;-
"313690 Juruaia";-;-;-
"313695 Juvenília";-;-;-
"313700 Ladainha";-;-;-
"313710 Lagamar";-;-;-
"313720 Lagoa da Prata";-;-;-
"313730 Lagoa dos Patos";-;-;-
"313740 Lagoa Dourada";-;-;-
"313750 Lagoa Formosa";-;-;-
"313753 Lagoa Grande";-;-;-
"313760 Lagoa Santa";-;-;-
"313770 Lajinha";-;-;-
"313780 Lambari";-;-;-
"313790 Lamim";-;-;-
"313800 Laranjal";-;-;-
"313810 Lassance";-;-;-
"313820 Lavras";-;-;-
"313830 Leandro Ferreira";-;-;-
"313835 Leme do Prado";-;-;-
"313840 Leopoldina";-;-;-
"313850 Liberdade";-;-;-
"313860 Lima Duarte";-;-;-
"313862 Limeira do Oeste";-;-;-
"313865 Lontra";-;-;-
"313867 Luisburgo";-;-;-
"313868 Luislândia";-;-;-
"313870 Luminárias";-;-;-
"313880 Luz";-;-;-
"313890 Machacalis";-;-;-
"313900 Machado";-;-;-
"313910 Madre de Deus de Minas";-;-;-
"313920 Malacacheta";-;-;-
"313925 Mamonas";-;-;-
"313930 Manga";-;-;-
"313940 Manhuaçu";-;-;-
"313950 Manhumirim";-;-;-
"313960 Mantena";-;-;-
"313980 Mar de Espanha";-;-;-
"313970 Maravilhas";-;-;-
"313990 Maria da Fé";-;-;-
"314000 Mariana";-;-;-
"314010 Marilac";-;-;-
"314015 Mário Campos";-;-;-
"314020 Maripá de Minas";-;-;-
"314030 Marliéria";-;-;-
"314040 Marmelópolis";-;-;-
"314050 Martinho Campos";-;-;-
"314053 Martins Soares";-;-;-
"314055 Mata Verde";-;-;-
"314060 Materlândia";-;-;-
"314070 Mateus Leme";-;-;-
"317150 Mathias Lobato";-;-;-
"314080 Matias Barbosa";-;-;-
"314085 Matias Cardoso";-;-;-
"314090 Matipó";-;-;-
"314100 Mato Verde";-;-;-
"314110 Matozinhos";-;-;-
"314120 Matutina";-;-;-
"314130 Medeiros";-;-;-
"314140 Medina";-;-;-
"314150 Mendes Pimentel";-;-;-
"314160 Mercês";-;-;-
"314170 Mesquita";-;-;-
"314180 Minas Novas";-;-;-
"314190 Minduri";-;-;-
"314200 Mirabela";-;-;-
"314210 Miradouro";-;-;-
"314220 Miraí";-;-;-
"314225 Miravânia";-;-;-
"314230 Moeda";-;-;-
"314240 Moema";-;-;-
"314250 Monjolos";-;-;-
"314260 Monsenhor Paulo";-;-;-
"314270 Montalvânia";-;-;-
"314280 Monte Alegre de Minas";-;-;-
"314290 Monte Azul";-;-;-
"314300 Monte Belo";-;-;-
"314310 Monte Carmelo";-;-;-
"314315 Monte Formoso";-;-;-
"314320 Monte Santo de Minas";-;-;-
"314340 Monte Sião";-;-;-
"314330 Montes Claros";-;-;-
"314345 Montezuma";-;-;-
"314350 Morada Nova de Minas";-;-;-
"314360 Morro da Garça";-;-;-
"314370 Morro do Pilar";-;-;-
"314380 Munhoz";-;-;-
"314390 Muriaé";-;-;-
"314400 Mutum";-;-;-
"314410 Muzambinho";-;-;-
"314420 Nacip Raydan";-;-;-
"314430 Nanuque";-;-;-
"314435 Naque";-;-;-
"314437 Natalândia";-;-;-
"314440 Natércia";-;-;-
"314450 Nazareno";-;-;-
"314460 Nepomuceno";-;-;-
"314465 Ninheira";-;-;-
"314467 Nova Belém";-;-;-
"314470 Nova Era";-;-;-
"314480 Nova Lima";-;-;-
"314490 Nova Módica";-;-;-
"314500 Nova Ponte";-;-;-
"314505 Nova Porteirinha";-;-;-
"314510 Nova Resende";-;-;-
"314520 Nova Serrana";-;-;-
"313660 Nova União";-;-;-
"314530 Novo Cruzeiro";-;-;-
"314535 Novo Oriente de Minas";-;-;-
"314537 Novorizonte";-;-;-
"314540 Olaria";-;-;-
"314545 Olhos-d'Água";-;-;-
"314550 Olímpio Noronha";-;-;-
"314560 Oliveira";-;-;-
"314570 Oliveira Fortes";-;-;-
"314580 Onça de Pitangui";-;-;-
"314585 Oratórios";-;-;-
"314587 Orizânia";-;-;-
"314590 Ouro Branco";-;-;-
"314600 Ouro Fino";-;-;-
"314610 Ouro Preto";-;-;-
"314620 Ouro Verde de Minas";-;-;-
"314625 Padre Carvalho";-;-;-
"314630 Padre Paraíso";-;-;-
"314655 Pai Pedro";-;-;-
"314640 Paineiras";-;-;-
"314650 Pains";-;-;-
"314660 Paiva";-;-;-
"314670 Palma";-;-;-
"314675 Palmópolis";-;-;-
"314690 Papagaios";-;-;-
"314710 Pará de Minas";-;-;-
"314700 Paracatu";-;-;-
"314720 Paraguaçu";-;-;-
"314730 Paraisópolis";-;-;-
"314740 Paraopeba";-;-;-
"314760 Passa Quatro";-;-;-
"314770 Passa Tempo";-;-;-
"314780 Passa-Vinte";-;-;-
"314750 Passabém";-;-;-
"314790 Passos";-;-;-
"314795 Patis";-;-;-
"314800 Patos de Minas";-;-;-
"314810 Patrocínio";-;-;-
"314820 Patrocínio do Muriaé";-;-;-
"314830 Paula Cândido";-;-;-
"314840 Paulistas";-;-;-
"314850 Pavão";-;-;-
"314860 Peçanha";-;-;-
"314870 Pedra Azul";-;-;-
"314875 Pedra Bonita";-;-;-
"314880 Pedra do Anta";-;-;-
"314890 Pedra do Indaiá";-;-;-
"314900 Pedra Dourada";-;-;-
"314910 Pedralva";-;-;-
"314915 Pedras de Maria da Cruz";-;-;-
"314920 Pedrinópolis";-;-;-
"314930 Pedro Leopoldo";-;-;-
"314940 Pedro Teixeira";-;-;-
"314950 Pequeri";-;-;-
"314960 Pequi";-;-;-
"314970 Perdigão";-;-;-
"314980 Perdizes";-;-;-
"314990 Perdões";-;-;-
"314995 Periquito";-;-;-
"315000 Pescador";-;-;-
"315010 Piau";-;-;-
"315015 Piedade de Caratinga";-;-;-
"315020 Piedade de Ponte Nova";-;-;-
"315030 Piedade do Rio Grande";-;-;-
"315040 Piedade dos Gerais";-;-;-
"315050 Pimenta";-;-;-
"315053 Pingo-d'Água";-;-;-
"315057 Pintópolis";-;-;-
"315060 Piracema";-;-;-
"315070 Pirajuba";-;-;-
"315080 Piranga";-;-;-
"315090 Piranguçu";-;-;-
"315100 Piranguinho";-;-;-
"315110 Pirapetinga";-;-;-
"315120 Pirapora";-;-;-
"315130 Piraúba";-;-;-
"315140 Pitangui";-;-;-
"315150 Piumhi";-;-;-
"315160 Planura";-;-;-
"315170 Poço Fundo";-;-;-
"315180 Poços de Caldas";-;-;-
"315190 Pocrane";-;-;-
"315200 Pompéu";-;-;-
"315210 Ponte Nova";-;-;-
"315213 Ponto Chique";-;-;-
"315217 Ponto dos Volantes";-;-;-
"315220 Porteirinha";-;-;-
"315230 Porto Firme";-;-;-
"315240 Poté";-;-;-
"315250 Pouso Alegre";-;-;-
"315260 Pouso Alto";-;-;-
"315270 Prados";-;-;-
"315280 Prata";-;-;-
"315290 Pratápolis";-;-;-
"315300 Pratinha";-;-;-
"315310 Presidente Bernardes";-;-;-
"315320 Presidente Juscelino";-;-;-
"315330 Presidente Kubitschek";-;-;-
"315340 Presidente Olegário";-;-;-
"315360 Prudente de Morais";-;-;-
"315370 Quartel Geral";-;-;-
"315380 Queluzito";-;-;-
"315390 Raposos";-;-;-
"315400 Raul Soares";-;-;-
"315410 Recreio";-;-;-
"315415 Reduto";-;-;-
"315420 Resende Costa";-;-;-
"315430 Resplendor";-;-;-
"315440 Ressaquinha";-;-;-
"315445 Riachinho";-;-;-
"315450 Riacho dos Machados";-;-;-
"315460 Ribeirão das Neves";-;-;-
"315470 Ribeirão Vermelho";-;-;-
"315480 Rio Acima";-;-;-
"315490 Rio Casca";-;-;-
"315510 Rio do Prado";-;-;-
"315500 Rio Doce";-;-;-
"315520 Rio Espera";-;-;-
"315530 Rio Manso";-;-;-
"315540 Rio Novo";-;-;-
"315550 Rio Paranaíba";-;-;-
"315560 Rio Pardo de Minas";-;-;-
"315570 Rio Piracicaba";-;-;-
"315580 Rio Pomba";-;-;-
"315590 Rio Preto";-;-;-
"315600 Rio Vermelho";-;-;-
"315610 Ritápolis";-;-;-
"315620 Rochedo de Minas";-;-;-
"315630 Rodeiro";-;-;-
"315640 Romaria";-;-;-
"315645 Rosário da Limeira";-;-;-
"315650 Rubelita";-;-;-
"315660 Rubim";-;-;-
"315670 Sabará";-;-;-
"315680 Sabinópolis";-;-;-
"315690 Sacramento";-;-;-
"315700 Salinas";-;-;-
"315710 Salto da Divisa";-;-;-
"315720 Santa Bárbara";-;-;-
"315725 Santa Bárbara do Leste";-;-;-
"315727 Santa Bárbara do Monte Verde";-;-;-
"315730 Santa Bárbara do Tugúrio";-;-;-
"315733 Santa Cruz de Minas";-;-;-
"315737 Santa Cruz de Salinas";-;-;-
"315740 Santa Cruz do Escalvado";-;-;-
"315750 Santa Efigênia de Minas";-;-;-
"315760 Santa Fé de Minas";-;-;-
"315765 Santa Helena de Minas";-;-;-
"315770 Santa Juliana";-;-;-
"315780 Santa Luzia";-;-;-
"315790 Santa Margarida";-;-;-
"315800 Santa Maria de Itabira";-;-;-
"315810 Santa Maria do Salto";-;-;-
"315820 Santa Maria do Suaçuí";-;-;-
"315920 Santa Rita de Caldas";-;-;-
"315940 Santa Rita de Ibitipoca";-;-;-
"315930 Santa Rita de Jacutinga";-;-;-
"315935 Santa Rita de Minas";-;-;-
"315950 Santa Rita do Itueto";-;-;-
"315960 Santa Rita do Sapucaí";-;-;-
"315970 Santa Rosa da Serra";-;-;-
"315980 Santa Vitória";-;-;-
"315830 Santana da Vargem";-;-;-
"315840 Santana de Cataguases";-;-;-
"315850 Santana de Pirapama";-;-;-
"315860 Santana do Deserto";-;-;-
"315870 Santana do Garambéu";-;-;-
"315880 Santana do Jacaré";-;-;-
"315890 Santana do Manhuaçu";-;-;-
"315895 Santana do Paraíso";-;-;-
"315900 Santana do Riacho";-;-;-
"315910 Santana dos Montes";-;-;-
"315990 Santo Antônio do Amparo";-;-;-
"316000 Santo Antônio do Aventureiro";-;-;-
"316010 Santo Antônio do Grama";-;-;-
"316020 Santo Antônio do Itambé";-;-;-
"316030 Santo Antônio do Jacinto";-;-;-
"316040 Santo Antônio do Monte";-;-;-
"316045 Santo Antônio do Retiro";-;-;-
"316050 Santo Antônio do Rio Abaixo";-;-;-
"316060 Santo Hipólito";-;-;-
"316070 Santos Dumont";-;-;-
"316080 São Bento Abade";-;-;-
"316090 São Brás do Suaçuí";-;-;-
"316095 São Domingos das Dores";-;-;-
"316100 São Domingos do Prata";-;-;-
"316105 São Félix de Minas";-;-;-
"316110 São Francisco";-;-;-
"316120 São Francisco de Paula";-;-;-
"316130 São Francisco de Sales";-;-;-
"316140 São Francisco do Glória";-;-;-
"316150 São Geraldo";-;-;-
"316160 São Geraldo da Piedade";-;-;-
"316165 São Geraldo do Baixio";-;-;-
"316170 São Gonçalo do Abaeté";-;-;-
"316180 São Gonçalo do Pará";-;-;-
"316190 São Gonçalo do Rio Abaixo";-;-;-
"312550 São Gonçalo do Rio Preto";-;-;-
"316200 São Gonçalo do Sapucaí";-;-;-
"316210 São Gotardo";-;-;-
"316220 São João Batista do Glória";-;-;-
"316225 São João da Lagoa";-;-;-
"316230 São João da Mata";-;-;-
"316240 São João da Ponte";-;-;-
"316245 São João das Missões";-;-;-
"316250 São João del Rei";-;-;-
"316255 São João do Manhuaçu";-;-;-
"316257 São João do Manteninha";-;-;-
"316260 São João do Oriente";-;-;-
"316265 São João do Pacuí";-;-;-
"316270 São João do Paraíso";-;-;-
"316280 São João Evangelista";-;-;-
"316290 São João Nepomuceno";-;-;-
"316292 São Joaquim de Bicas";-;-;-
"316294 São José da Barra";-;-;-
"316295 São José da Lapa";-;-;-
"316300 São José da Safira";-;-;-
"316310 São José da Varginha";-;-;-
"316320 São José do Alegre";-;-;-
"316330 São José do Divino";-;-;-
"316340 São José do Goiabal";-;-;-
"316350 São José do Jacuri";-;-;-
"316360 São José do Mantimento";-;-;-
"316370 São Lourenço";-;-;-
"316380 São Miguel do Anta";-;-;-
"316390 São Pedro da União";-;-;-
"316410 São Pedro do Suaçuí";-;-;-
"316400 São Pedro dos Ferros";-;-;-
"316420 São Romão";-;-;-
"316430 São Roque de Minas";-;-;-
"316440 São Sebastião da Bela Vista";-;-;-
"316443 São Sebastião da Vargem Alegre";-;-;-
"316447 São Sebastião do Anta";-;-;-
"316450 São Sebastião do Maranhão";-;-;-
"316460 São Sebastião do Oeste";-;-;-
"316470 São Sebastião do Paraíso";-;-;-
"316480 São Sebastião do Rio Preto";-;-;-
"316490 São Sebastião do Rio Verde";-;-;-
"316520 São Thomé das Letras";-;-;-
"316500 São Tiago";-;-;-
"316510 São Tomás de Aquino";-;-;-
"316530 São Vicente de Minas";-;-;-
"316540 Sapucaí-Mirim";-;-;-
"316550 Sardoá";-;-;-
"316553 Sarzedo";-;-;-
"316556 Sem-Peixe";-;-;-
"316557 Senador Amaral";-;-;-
"316560 Senador Cortes";-;-;-
"316570 Senador Firmino";-;-;-
"316580 Senador José Bento";-;-;-
"316590 Senador Modestino Gonçalves";-;-;-
"316600 Senhora de Oliveira";-;-;-
"316610 Senhora do Porto";-;-;-
"316620 Senhora dos Remédios";-;-;-
"316630 Sericita";-;-;-
"316640 Seritinga";-;-;-
"316650 Serra Azul de Minas";-;-;-
"316660 Serra da Saudade";-;-;-
"316680 Serra do Salitre";-;-;-
"316670 Serra dos Aimorés";-;-;-
"316690 Serrania";-;-;-
"316695 Serranópolis de Minas";-;-;-
"316700 Serranos";-;-;-
"316710 Serro";-;-;-
"316720 Sete Lagoas";-;-;-
"316555 Setubinha";-;-;-
"316730 Silveirânia";-;-;-
"316740 Silvianópolis";-;-;-
"316750 Simão Pereira";-;-;-
"316760 Simonésia";-;-;-
"316770 Sobrália";-;-;-
"316780 Soledade de Minas";-;-;-
"316790 Tabuleiro";-;-;-
"316800 Taiobeiras";-;-;-
"316805 Taparuba";-;-;-
"316810 Tapira";-;-;-
"316820 Tapiraí";-;-;-
"316830 Taquaraçu de Minas";-;-;-
"316840 Tarumirim";-;-;-
"316850 Teixeiras";-;-;-
"316860 Teófilo Otoni";-;-;-
"316870 Timóteo";-;-;-
"316880 Tiradentes";-;-;-
"316890 Tiros";-;-;-
"316900 Tocantins";-;-;-
"316905 Tocos do Moji";-;-;-
"316910 Toledo";-;-;-
"316920 Tombos";-;-;-
"316930 Três Corações";-;-;-
"316935 Três Marias";-;-;-
"316940 Três Pontas";-;-;-
"316950 Tumiritinga";-;-;-
"316960 Tupaciguara";-;-;-
"316970 Turmalina";-;-;-
"316980 Turvolândia";-;-;-
"316990 Ubá";-;-;-
"317000 Ubaí";-;-;-
"317005 Ubaporanga";-;-;-
"317010 Uberaba";-;-;-
"317020 Uberlândia";-;-;-
"317030 Umburatiba";-;-;-
"317040 Unaí";-;-;-
"317043 União de Minas";-;-;-
"317047 Uruana de Minas";-;-;-
"317050 Urucânia";-;-;-
"317052 Urucuia";-;-;-
"317057 Vargem Alegre";-;-;-
"317060 Vargem Bonita";-;-;-
"317065 Vargem Grande do Rio Pardo";-;-;-
"317070 Varginha";-;-;-
"317075 Varjão de Minas";-;-;-
"317080 Várzea da Palma";-;-;-
"317090 Varzelândia";-;-;-
"317100 Vazante";-;-;-
"317103 Verdelândia";-;-;-
"317107 Veredinha";-;-;-
"317110 Veríssimo";-;-;-
"317115 Vermelho Novo";-;-;-
"317120 Vespasiano";-;-;-
"317130 Viçosa";-;-;-
"317140 Vieiras";-;-;-
"317160 Virgem da Lapa";-;-;-
"317170 Virgínia";-;-;-
"317180 Virginópolis";-;-;-
"317190 Virgolândia";-;-;-
"317200 Visconde do Rio Branco";-;-;-
"317210 Volta Grande";-;-;-
"317220 Wenceslau Braz";-;-;-
"310000 Município ignorado - MG";-;-;-
"320010 Afonso Cláudio";-;-;-
"320016 Água Doce do Norte";-;-;-
"320013 Águia Branca";-;-;-
"320020 Alegre";-;-;-
"320030 Alfredo Chaves";-;-;-
"320035 Alto Rio Novo";-;-;-
"320040 Anchieta";-;-;-
"320050 Apiacá";-;-;-
"320060 Aracruz";-;-;-
"320070 Atilio Vivacqua";-;-;-
"320080 Baixo Guandu";-;-;-
"320090 Barra de São Francisco";-;-;-
"320100 Boa Esperança";-;-;-
"320110 Bom Jesus do Norte";-;-;-
"320115 Brejetuba";-;-;-
"320120 Cachoeiro de Itapemirim";-;-;-
"320130 Cariacica";-;-;-
"320140 Castelo";-;-;-
"320150 Colatina";-;-;-
"320160 Conceição da Barra";-;-;-
"320170 Conceição do Castelo";-;-;-
"320180 Divino de São Lourenço";-;-;-
"320190 Domingos Martins";-;-;-
"320200 Dores do Rio Preto";-;-;-
"320210 Ecoporanga";-;-;-
"320220 Fundão";-;-;-
"320225 Governador Lindenberg";-;-;-
"320230 Guaçuí";-;-;-
"320240 Guarapari";-;-;-
"320245 Ibatiba";-;-;-
"320250 Ibiraçu";-;-;-
"320255 Ibitirama";-;-;-
"320260 Iconha";-;-;-
"320265 Irupi";-;-;-
"320270 Itaguaçu";-;-;-
"320280 Itapemirim";-;-;-
"320290 Itarana";-;-;-
"320300 Iúna";-;-;-
"320305 Jaguaré";-;-;-
"320310 Jerônimo Monteiro";-;-;-
"320313 João Neiva";-;-;-
"320316 Laranja da Terra";-;-;-
"320320 Linhares";-;-;-
"320330 Mantenópolis";-;-;-
"320332 Marataízes";-;-;-
"320334 Marechal Floriano";-;-;-
"320335 Marilândia";-;-;-
"320340 Mimoso do Sul";-;-;-
"320350 Montanha";-;-;-
"320360 Mucurici";-;-;-
"320370 Muniz Freire";-;-;-
"320380 Muqui";-;-;-
"320390 Nova Venécia";-;-;-
"320400 Pancas";-;-;-
"320405 Pedro Canário";-;-;-
"320410 Pinheiros";-;-;-
"320420 Piúma";-;-;-
"320425 Ponto Belo";-;-;-
"320430 Presidente Kennedy";-;-;-
"320435 Rio Bananal";-;-;-
"320440 Rio Novo do Sul";-;-;-
"320450 Santa Leopoldina";-;-;-
"320455 Santa Maria de Jetibá";-;-;-
"320460 Santa Teresa";-;-;-
"320465 São Domingos do Norte";-;-;-
