"Município";"101-5 Órgão Público do Poder Executivo Federal";"102-3 Órgão Público do Poder Executivo Estadual ou do Distrito Federal";"103-1 Órgão Público do Poder Executivo Municipal";"110-4 Autarquia Federal";"111-2 Autarquia Estadual ou do Distrito Federal";"112-0 Autarquia Municipal";"113-9 Fundação Pública de Direito Público Federal";"114-7 Fundação Pública de Direito Público Estadual ou do Distrito Federal";"115-5 Fundação Pública de Direito Público Municipal";"121-0 Consórcio Público de Direito Público (Associação Pública)";"124-4 Município";"127-9 Fundação Pública de Direito Privado Municipal";"201-1 Empresa Pública";"203-8 Sociedade de Economia Mista";"204-6 Sociedade Anônima Aberta";"205-4 Sociedade Anônima Fechada";"206-2 Sociedade Empresária Limitada";"212-7 Sociedade em Conta de Participação";"213-5 Empresário (Individual)";"214-3 Cooperativa";"215-1 Consórcio de Sociedades";"221-6 Empresa Domiciliada no Exterior";"223-2 Sociedade Simples Pura";"224-0 Sociedade Simples Limitada";"225-9 Sociedade Simples em Nome Coletivo";"230-5 Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)";"231-3 Empresa Individual de Responsabilidade Limitada (de Natureza Simples)";"232-1 Sociedade Unipessoal de Advogados";"306-9 Fundação Privada";"307-7 Serviço Social Autônomo";"308-5 Condomínio Edilício";"313-1 Entidade Sindical";"322-0 Organização Religiosa";"399-9 Associação Privada";"401-4 Empresa Individual Imobiliária";"Total"
"353730 Penápolis";-;-;-;-;-;-;-;-;-;5;16;-;-;-;-;-;49;-;13;2;-;-;-;2;-;3;1;-;-;-;-;-;-;5;-;96
"353740 Pereira Barreto";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;7;-;18;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;43
"353750 Pereiras";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;10
"353760 Peruíbe";-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;8;-;3;-;-;-;-;6;-;3;-;-;-;-;-;-;-;2;-;53
"353770 Piacatu";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"353780 Piedade";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;13;-;2;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;32
"353790 Pilar do Sul";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;5;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;24
"353800 Pindamonhangaba";-;-;-;-;-;-;-;-;-;-;49;-;-;-;1;-;58;-;7;4;-;-;1;24;-;3;-;-;1;-;-;-;-;4;-;152
"353810 Pindorama";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13
"353820 Pinhalzinho";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;2;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13
"353830 Piquerobi";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353850 Piquete";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"353860 Piracaia";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;2;-;-;-;-;-;-;2;-;2;1;-;-;-;-;-;-;2;-;15
"353870 Piracicaba";-;10;-;-;2;-;-;1;-;-;109;-;-;-;-;1;253;-;28;12;-;-;8;97;-;26;4;-;-;1;-;1;-;12;-;565
"353880 Piraju";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;14;-;9;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3;-;43
"353890 Pirajuí";-;3;-;-;-;-;-;-;-;-;11;-;-;-;-;-;7;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5;-;30
"353900 Pirangi";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;4;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2;-;16
"353910 Pirapora do Bom Jesus";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"353920 Pirapozinho";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;6;-;1;-;-;-;-;4;-;-;-;-;-;-;-;-;-;2;-;28
"353930 Pirassununga";1;-;-;-;2;-;-;-;-;-;29;-;-;-;-;2;52;-;3;1;-;-;4;6;-;5;-;-;-;-;-;-;-;3;-;108
"353940 Piratininga";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;12
"353950 Pitangueiras";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;6;-;4;1;-;-;2;5;-;-;-;-;-;-;-;-;-;2;-;35
"353960 Planalto";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353970 Platina";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353980 Poá";-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;10;-;2;-;-;-;-;4;-;3;-;-;-;-;-;-;-;1;-;49
"353990 Poloni";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;4;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"354000 Pompéia";-;-;19;-;-;-;-;-;-;-;1;-;-;-;-;-;12;-;29;-;-;-;-;4;-;1;-;-;-;-;-;-;-;2;-;68
"354010 Pongaí";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354020 Pontal";-;1;-;-;-;-;-;-;-;-;21;-;-;-;-;2;14;-;13;-;-;-;2;8;-;2;-;-;-;-;-;-;-;3;-;66
"354025 Pontalinda";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354030 Pontes Gestal";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354040 Populina";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4
"354050 Porangaba";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;9
"354060 Porto Feliz";-;1;-;-;-;-;-;-;-;-;17;-;-;-;-;-;15;-;4;-;-;-;-;3;-;2;-;-;-;-;-;-;-;3;-;45
"354070 Porto Ferreira";-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;34;-;6;-;-;-;1;17;-;6;3;-;-;-;-;-;-;3;-;88
