"Município";"101-5 Órgão Público do Poder Executivo Federal";"102-3 Órgão Público do Poder Executivo Estadual ou do Distrito Federal";"103-1 Órgão Público do Poder Executivo Municipal";"110-4 Autarquia Federal";"111-2 Autarquia Estadual ou do Distrito Federal";"112-0 Autarquia Municipal";"113-9 Fundação Pública de Direito Público Federal";"114-7 Fundação Pública de Direito Público Estadual ou do Distrito Federal";"115-5 Fundação Pública de Direito Público Municipal";"121-0 Consórcio Público de Direito Público (Associação Pública)";"124-4 Município";"127-9 Fundação Pública de Direito Privado Municipal";"201-1 Empresa Pública";"203-8 Sociedade de Economia Mista";"204-6 Sociedade Anônima Aberta";"205-4 Sociedade Anônima Fechada";"206-2 Sociedade Empresária Limitada";"212-7 Sociedade em Conta de Participação";"213-5 Empresário (Individual)";"214-3 Cooperativa";"215-1 Consórcio de Sociedades";"221-6 Empresa Domiciliada no Exterior";"223-2 Sociedade Simples Pura";"224-0 Sociedade Simples Limitada";"225-9 Sociedade Simples em Nome Coletivo";"230-5 Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)";"231-3 Empresa Individual de Responsabilidade Limitada (de Natureza Simples)";"232-1 Sociedade Unipessoal de Advogados";"306-9 Fundação Privada";"307-7 Serviço Social Autônomo";"308-5 Condomínio Edilício";"313-1 Entidade Sindical";"322-0 Organização Religiosa";"399-9 Associação Privada";"401-4 Empresa Individual Imobiliária";"Total"
"354170 Quatá";-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;3;-;7;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;24
"354180 Queiroz";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354190 Queluz";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"354200 Quintana";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"354210 Rafard";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354220 Rancharia";-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;19;-;4;-;-;-;-;5;-;-;-;-;-;-;-;-;-;3;-;44
"354230 Redenção da Serra";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354240 Regente Feijó";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;5;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;2;-;20
"354250 Reginópolis";-;2;-;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"354260 Registro";1;4;-;-;-;-;-;-;-;2;26;-;-;-;-;1;24;-;2;-;-;-;-;7;-;-;1;-;-;-;-;-;-;6;-;74
"354270 Restinga";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354280 Ribeira";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"354290 Ribeirão Bonito";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;2;-;3;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2;-;15
"354300 Ribeirão Branco";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;13
"354310 Ribeirão Corrente";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354320 Ribeirão do Sul";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354323 Ribeirão dos Índios";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354325 Ribeirão Grande";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354330 Ribeirão Pires";-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;4;18;-;1;-;-;-;-;35;-;5;1;-;-;-;-;-;-;3;-;92
"354340 Ribeirão Preto";-;13;-;-;4;1;-;-;-;-;83;-;-;-;2;5;384;1;106;4;-;-;312;126;10;57;109;-;6;-;-;-;-;26;-;1249
"354360 Rifaina";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"354370 Rincão";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;8
"354380 Rinópolis";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;10
"354390 Rio Claro";-;4;-;-;-;-;-;1;46;-;-;-;-;-;2;1;134;-;13;3;-;-;1;53;-;20;3;-;-;-;-;-;-;6;-;287
"354400 Rio das Pedras";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;1;11;-;1;2;-;-;-;8;-;1;-;-;-;-;-;1;-;1;-;32
"354410 Rio Grande da Serra";-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;20
"354420 Riolândia";-;2;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;10
"354350 Riversul";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354425 Rosana";-;1;-;-;-;-;-;-;-;-;10;-;-;-;-;-;4;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;19
"354430 Roseira";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;12
"354440 Rubiácea";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354450 Rubinéia";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354460 Sabino";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354470 Sagres";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354480 Sales";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354490 Sales Oliveira";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;6;-;5;-;-;-;-;-;-;1;2;-;-;-;-;-;-;3;-;27
"354500 Salesópolis";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;13
"354510 Salmourão";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354515 Saltinho";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354520 Salto";-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;44;-;14;4;-;-;1;6;-;3;-;-;-;-;-;-;-;3;-;105
"354530 Salto de Pirapora";-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;1;5;-;4;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;33
"354540 Salto Grande";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;8
"354550 Sandovalina";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354560 Santa Adélia";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;18
"354570 Santa Albertina";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"354580 Santa Bárbara d'Oeste";-;2;-;-;-;-;-;-;-;-;33;-;-;-;1;3;58;-;10;3;-;-;1;6;-;5;-;-;-;1;-;-;-;4;-;127
"354600 Santa Branca";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;11
"354610 Santa Clara d'Oeste";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354620 Santa Cruz da Conceição";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354625 Santa Cruz da Esperança";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"354630 Santa Cruz das Palmeiras";-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;13;-;2;-;-;-;-;5;-;2;-;-;-;-;-;-;-;2;-;35
"354640 Santa Cruz do Rio Pardo";-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;19;-;20;1;-;-;-;5;-;2;-;-;-;1;-;-;-;5;-;72
"354650 Santa Ernestina";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354660 Santa Fé do Sul";-;1;-;-;-;-;-;-;-;1;21;-;-;-;-;-;43;-;15;-;-;-;-;11;-;1;-;-;-;-;-;-;-;3;-;96
"354670 Santa Gertrudes";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;7;-;1;-;-;-;-;2;-;-;-;-;-;-;-;1;-;2;-;27
"354680 Santa Isabel";-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;3;-;1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;3;-;32
"354690 Santa Lúcia";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"354700 Santa Maria da Serra";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"354710 Santa Mercedes";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354740 Santa Rita d'Oeste";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354750 Santa Rita do Passa Quatro";-;2;-;-;-;-;-;-;-;-;10;-;-;-;-;-;11;-;3;1;-;-;-;12;-;-;-;-;-;-;-;-;-;3;-;42
"354760 Santa Rosa de Viterbo";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;6;-;4;1;-;-;4;4;-;-;-;-;-;-;-;-;-;3;-;36
"354765 Santa Salete";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354720 Santana da Ponte Pensa";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354730 Santana de Parnaíba";-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;9;-;-;-;-;-;-;2;-;3;1;-;-;-;-;-;-;2;-;44
"354770 Santo Anastácio";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;6;-;-;-;-;-;2;2;-;-;1;-;-;-;-;-;-;2;-;20
"354780 Santo André";-;6;-;-;-;1;-;-;-;-;87;1;-;-;10;23;164;-;20;-;-;-;7;208;-;14;11;-;1;-;-;-;-;16;-;569
"354790 Santo Antônio da Alegria";-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;20
"354800 Santo Antônio de Posse";-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;20
"354805 Santo Antônio do Aracanguá";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354810 Santo Antônio do Jardim";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"354820 Santo Antônio do Pinhal";-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"354830 Santo Expedito";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354840 Santópolis do Aguapeí";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354850 Santos";-;8;-;-;1;-;-;-;-;-;102;-;-;-;2;10;282;-;37;7;-;-;7;159;-;37;4;-;1;-;-;8;-;22;-;687
"354860 São Bento do Sapucaí";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;1;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;1;-;13
"354870 São Bernardo do Campo";-;2;-;-;-;1;-;-;-;-;101;-;-;-;10;29;184;-;36;2;-;-;15;233;-;29;14;-;1;1;-;-;-;19;-;677
"354880 São Caetano do Sul";-;1;-;-;-;1;-;-;-;-;50;-;-;-;6;8;92;-;21;-;-;-;11;87;-;17;8;-;-;-;-;-;-;8;-;310
"354890 São Carlos";-;2;-;-;-;-;2;1;-;-;59;-;2;-;-;1;88;-;26;4;-;-;145;40;-;13;65;-;-;-;-;1;-;6;-;455
"354900 São Francisco";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354910 São João da Boa Vista";-;5;-;-;1;2;-;-;-;-;32;-;-;-;-;-;88;-;23;4;-;-;2;13;-;11;1;-;-;-;-;3;-;8;-;193
"354920 São João das Duas Pontes";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354925 São João de Iracema";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354930 São João do Pau d'Alho";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354940 São Joaquim da Barra";-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;39;-;36;-;-;-;15;6;-;3;-;-;-;-;-;-;-;2;-;122
"354950 São José da Bela Vista";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"354960 São José do Barreiro";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354970 São José do Rio Pardo";-;-;-;-;-;1;-;-;-;-;23;-;-;-;-;-;26;-;14;3;-;-;12;8;-;6;-;-;-;-;-;-;-;3;-;96
"354980 São José do Rio Preto";-;13;-;-;3;-;-;1;-;-;75;-;-;-;1;-;385;-;38;7;-;-;34;225;-;40;7;-;2;-;-;-;-;15;-;846
"354990 São José dos Campos";1;8;-;-;1;-;-;-;-;-;82;1;-;-;10;8;240;-;24;4;-;-;39;232;-;18;8;-;1;-;-;-;-;25;-;702
"354995 São Lourenço da Serra";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;10
"355000 São Luís do Paraitinga";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;8
"355010 São Manuel";-;-;1;-;-;-;-;-;-;-;12;-;-;-;-;1;15;-;5;-;-;-;-;1;-;2;-;-;-;-;-;-;-;2;-;39
"355020 São Miguel Arcanjo";-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;11;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4;-;32
"355030 São Paulo";1;90;1071;3;7;1;-;24;-;-;-;-;3;1;300;188;2390;-;316;6;-;-;902;2431;-;414;216;-;20;2;-;1;1;224;-;8612
"355040 São Pedro";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;11;-;1;1;-;-;-;1;-;1;-;-;-;-;-;-;-;4;-;34
"355050 São Pedro do Turvo";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"355060 São Roque";-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;32;-;21;4;-;-;12;17;-;12;8;-;-;-;-;-;-;11;-;136
"355070 São Sebastião";-;-;-;-;-;-;-;-;-;-;55;1;-;-;1;1;24;-;8;-;-;-;-;10;-;1;2;-;-;-;-;-;-;2;-;105
"355080 São Sebastião da Grama";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;15
"355090 São Simão";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;1;-;1;-;-;-;2;2;-;-;-;-;-;-;-;-;-;2;-;20
"355100 São Vicente";-;4;-;-;1;-;-;1;-;-;73;-;-;-;-;5;45;-;10;-;-;-;-;13;-;2;1;-;-;-;-;-;-;5;-;160
"355110 Sarapuí";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;7
"355120 Sarutaiá";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355130 Sebastianópolis do Sul";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355140 Serra Azul";-;3;-;-;-;-;-;-;-;-;9;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;15
"355160 Serra Negra";-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;17;-;4;1;-;-;5;1;-;2;-;-;-;-;-;-;-;2;-;49
"355150 Serrana";-;1;-;-;-;-;-;-;-;-;18;-;-;-;-;1;10;-;2;-;-;-;2;4;-;1;-;-;-;-;-;-;-;2;-;41
"355170 Sertãozinho";-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;2;76;-;25;4;-;-;8;62;-;9;3;-;-;1;-;-;-;3;-;227
"355180 Sete Barras";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;10
"355190 Severínia";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;1;-;-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;13
"355200 Silveiras";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"355210 Socorro";-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;11;-;4;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;40
"355220 Sorocaba";-;12;-;-;1;1;-;2;-;-;73;-;-;-;4;12;352;-;58;3;-;-;5;103;-;30;4;-;2;1;-;-;-;33;-;696
"355230 Sud Mennucci";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;7
"355240 Sumaré";-;2;-;-;-;-;-;-;-;-;47;-;-;-;1;-;54;-;9;1;-;-;1;17;-;5;2;-;-;-;-;-;-;6;-;145
"355255 Suzanápolis";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4
"355250 Suzano";-;1;-;-;-;-;-;-;-;-;51;-;-;-;3;4;82;-;9;-;-;-;1;36;-;11;1;-;-;-;-;-;-;4;-;203
"355260 Tabapuã";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;13
"355270 Tabatinga";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;7;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;20
"355280 Taboão da Serra";-;2;-;-;-;-;-;-;-;-;42;-;-;-;1;4;28;-;9;-;-;-;1;23;-;8;-;-;-;-;-;-;-;1;-;119
"355290 Taciba";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"355300 Taguaí";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;11
"355310 Taiaçu";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;8
"355320 Taiúva";-;1;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;5;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;12
"355330 Tambaú";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;16;-;5;-;-;-;-;3;-;1;-;-;-;-;-;-;-;3;-;43
"355340 Tanabi";-;-;-;-;-;-;-;1;-;-;14;-;-;-;-;-;13;-;4;-;-;-;-;3;-;-;-;-;-;-;-;-;-;2;-;37
"355350 Tapiraí";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;11
"355360 Tapiratiba";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;3;-;16
"355365 Taquaral";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355370 Taquaritinga";-;1;-;-;-;-;-;1;-;-;20;-;-;-;-;-;8;-;3;1;-;-;9;17;-;4;7;-;-;-;-;1;-;5;-;77
"355380 Taquarituba";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;6;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;18
"355385 Taquarivaí";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"355390 Tarabai";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"355395 Tarumã";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;18
"355400 Tatuí";-;-;-;-;-;-;-;-;-;-;43;-;-;-;1;-;70;-;15;7;-;-;-;10;-;7;-;-;-;-;-;1;-;5;-;159
"355410 Taubaté";-;7;-;-;-;1;-;1;-;-;80;-;-;-;1;1;274;-;25;1;-;-;2;36;-;13;-;-;1;1;-;-;-;6;-;450
"355420 Tejupá";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355430 Teodoro Sampaio";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;5;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;3;-;26
"355440 Terra Roxa";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;12
"355450 Tietê";-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;20;-;4;2;-;-;-;11;-;4;-;-;-;-;-;1;-;1;-;59
"355460 Timburi";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355465 Torre de Pedra";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355470 Torrinha";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5
"355475 Trabiju";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355480 Tremembé";-;5;-;-;-;-;-;-;-;-;16;-;-;-;-;-;8;-;2;-;-;-;-;2;-;2;-;-;-;-;-;-;-;2;-;37
"355490 Três Fronteiras";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355495 Tuiuti";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"355500 Tupã";-;2;-;-;-;-;-;-;-;-;31;-;-;-;-;-;62;-;15;2;-;-;-;7;-;4;-;-;-;-;-;-;-;6;-;129
"355510 Tupi Paulista";-;2;-;-;-;-;-;-;-;-;10;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;16
"355520 Turiúba";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355530 Turmalina";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355535 Ubarana";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355540 Ubatuba";1;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;5;-;2;-;-;-;-;5;-;-;-;-;-;-;-;-;-;2;-;48
"355550 Ubirajara";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"355560 Uchoa";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;3;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13
"355570 União Paulista";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
