"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"Total"
"354230 Redenção da Serra";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354240 Regente Feijó";-;-;-;-;-;-;-;8;-;-;-;15;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;29
"354250 Reginópolis";-;-;-;-;-;-;-;3;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;7
"354260 Registro";3;-;-;-;-;1;-;15;-;-;13;52;-;1;-;2;-;-;-;2;-;1;-;-;2;-;1;-;10;1;-;-;-;-;104
"354270 Restinga";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354280 Ribeira";-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354290 Ribeirão Bonito";-;-;-;-;-;-;-;4;-;-;2;18;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;27
"354300 Ribeirão Branco";-;1;-;-;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;10
"354310 Ribeirão Corrente";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;5
"354320 Ribeirão do Sul";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354323 Ribeirão dos Índios";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354325 Ribeirão Grande";-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"354330 Ribeirão Pires";-;1;-;-;-;3;-;10;-;-;17;49;-;-;-;2;1;-;-;10;-;1;-;1;1;-;-;-;9;-;-;-;-;-;105
"354340 Ribeirão Preto";-;1;1;-;6;4;-;47;-;2;376;1206;1;1;4;15;2;1;-;82;2;1;-;1;2;2;-;-;96;1;-;14;4;-;1872
"354360 Rifaina";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;5
"354370 Rincão";-;-;-;-;-;-;-;1;-;-;1;5;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;10
"354380 Rinópolis";-;-;-;-;-;-;-;4;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;10
"354390 Rio Claro";-;-;1;-;-;3;-;19;1;-;40;262;1;2;1;3;1;-;1;15;-;3;-;-;1;-;-;-;36;3;-;3;-;-;396
"354400 Rio das Pedras";-;-;-;-;-;1;-;1;-;-;4;59;-;-;-;1;-;-;-;5;-;-;-;1;1;-;-;-;4;-;-;-;-;-;77
"354410 Rio Grande da Serra";-;-;-;-;-;1;-;8;-;-;3;6;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;1;-;-;-;-;23
"354420 Riolândia";-;-;-;-;-;-;-;4;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;9
"354350 Riversul";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354425 Rosana";-;-;-;-;-;-;-;1;-;-;-;24;-;-;-;1;-;-;-;1;8;-;-;-;1;-;-;-;5;-;-;-;-;-;41
"354430 Roseira";-;1;-;-;-;-;-;4;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;9
"354440 Rubiácea";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;4
"354450 Rubinéia";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354460 Sabino";-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"354470 Sagres";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354480 Sales";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;4
"354490 Sales Oliveira";-;-;-;-;-;-;-;4;-;-;1;20;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;4;1;-;-;-;-;32
"354500 Salesópolis";-;1;-;-;-;-;-;2;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;3;-;1;-;-;11
"354510 Salmourão";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354515 Saltinho";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;5
"354520 Salto";-;1;-;-;-;1;-;10;-;-;15;101;-;1;-;2;-;-;-;5;-;-;-;-;1;-;-;-;5;-;-;-;-;-;142
"354530 Salto de Pirapora";-;1;-;-;-;1;-;7;-;-;2;37;-;-;3;1;-;-;-;2;1;-;-;-;1;-;-;-;1;-;-;-;-;-;57
"354540 Salto Grande";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;5
"354550 Sandovalina";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354560 Santa Adélia";-;1;-;-;-;-;-;5;-;-;1;21;-;-;-;1;-;-;-;-;3;-;-;-;1;-;-;-;3;-;-;-;-;-;36
"354570 Santa Albertina";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;1;-;-;7
"354580 Santa Bárbara d'Oeste";-;1;-;-;-;1;-;14;-;-;16;177;-;-;-;1;1;-;-;3;-;2;1;-;1;-;-;-;15;2;-;1;-;-;236
"354600 Santa Branca";-;-;-;-;-;-;-;2;-;-;1;4;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;2;-;-;-;-;-;12
"354610 Santa Clara d'Oeste";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354620 Santa Cruz da Conceição";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354625 Santa Cruz da Esperança";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;5
"354630 Santa Cruz das Palmeiras";1;-;-;-;-;-;-;3;-;-;2;49;-;-;-;1;1;-;-;5;-;-;-;-;1;-;-;-;7;-;-;2;-;-;72
"354640 Santa Cruz do Rio Pardo";-;1;-;-;-;1;-;7;-;-;9;109;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;16;-;-;3;-;-;149
"354650 Santa Ernestina";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354660 Santa Fé do Sul";-;-;-;-;-;1;-;9;-;-;20;51;-;-;-;1;-;-;-;7;-;1;-;1;1;-;-;-;8;1;-;-;-;-;101
"354670 Santa Gertrudes";-;-;-;-;-;1;-;6;-;-;5;28;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;2;1;-;1;-;-;47
"354680 Santa Isabel";-;1;-;-;-;-;-;10;-;-;4;8;-;-;-;1;-;-;-;1;-;1;-;-;1;-;-;-;1;-;-;-;1;-;29
"354690 Santa Lúcia";-;-;-;-;-;-;-;2;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;7
"354700 Santa Maria da Serra";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;4
"354710 Santa Mercedes";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354740 Santa Rita d'Oeste";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354750 Santa Rita do Passa Quatro";-;-;-;-;-;2;-;5;-;-;10;52;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;78
"354760 Santa Rosa de Viterbo";-;-;-;-;-;-;-;4;-;-;5;37;-;-;-;1;-;-;-;-;1;-;-;-;2;-;-;-;3;-;-;1;-;-;54
"354765 Santa Salete";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354720 Santana da Ponte Pensa";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354730 Santana de Parnaíba";-;1;-;-;-;3;-;9;-;-;5;8;-;-;-;1;-;-;-;3;-;1;-;-;1;-;-;-;4;-;-;1;-;-;37
"354770 Santo Anastácio";-;-;-;-;-;-;-;5;-;-;1;29;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;38
"354780 Santo André";-;1;1;-;-;5;-;34;-;1;270;342;1;3;1;10;4;1;-;112;-;4;-;4;1;2;-;-;57;2;-;17;-;-;873
"354790 Santo Antônio da Alegria";-;-;-;-;-;-;-;5;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;1;1;1;-;-;13
"354800 Santo Antônio de Posse";-;-;-;-;-;1;-;4;-;-;2;10;-;-;-;-;-;-;-;3;-;-;-;1;1;-;-;-;-;-;-;-;-;-;22
"354805 Santo Antônio do Aracanguá";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354810 Santo Antônio do Jardim";-;-;-;-;-;-;-;1;-;-;-;4;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;1;-;-;10
"354820 Santo Antônio do Pinhal";1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;7;1;-;-;1;-;-;-;-;-;-;-;-;-;14
"354830 Santo Expedito";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354840 Santópolis do Aguapeí";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354850 Santos";-;3;1;-;-;7;-;34;-;-;159;1060;3;3;2;12;9;-;1;4;-;-;1;3;2;1;-;-;75;-;-;10;1;-;1391
"354860 São Bento do Sapucaí";-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;9
"354870 São Bernardo do Campo";1;1;1;-;3;8;-;34;-;-;242;337;-;4;6;12;2;-;-;41;-;9;-;4;-;3;-;-;42;5;-;16;3;1;775
"354880 São Caetano do Sul";-;1;-;-;-;1;-;13;-;-;176;377;-;-;-;6;1;-;-;-;1;-;-;-;1;-;-;-;31;1;-;3;3;-;615
"354890 São Carlos";-;1;1;1;-;2;-;30;-;-;44;296;-;-;-;4;-;-;-;56;-;1;-;1;1;-;-;-;39;-;-;5;2;-;484
"354900 São Francisco";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354910 São João da Boa Vista";-;1;1;1;-;2;-;12;-;-;26;402;-;9;-;2;1;-;-;2;-;-;-;1;2;2;-;-;16;1;-;2;2;-;485
"354920 São João das Duas Pontes";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354925 São João de Iracema";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354930 São João do Pau d'Alho";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354940 São Joaquim da Barra";-;-;-;-;-;-;-;10;-;-;8;129;-;-;-;1;-;-;1;4;-;-;-;1;1;-;-;-;33;1;-;-;-;-;189
"354950 São José da Bela Vista";-;-;-;-;-;-;-;4;-;-;1;4;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;11
"354960 São José do Barreiro";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354970 São José do Rio Pardo";-;-;-;-;-;1;-;7;-;-;42;76;1;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;21;-;-;2;-;-;153
"354980 São José do Rio Preto";-;2;1;1;3;6;-;29;-;1;151;504;3;3;7;7;6;-;2;72;-;5;-;-;2;3;-;-;96;2;-;11;2;-;919
"354990 São José dos Campos";-;1;1;-;7;4;-;40;-;-;138;1167;-;1;9;12;4;-;-;12;1;-;2;6;1;-;-;-;60;1;1;5;3;-;1476
"354995 São Lourenço da Serra";-;-;-;-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;9
"355000 São Luís do Paraitinga";-;1;-;-;-;-;-;4;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;9
"355010 São Manuel";-;-;-;-;-;-;-;7;-;-;3;88;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;8;-;-;-;-;-;108
"355020 São Miguel Arcanjo";-;1;-;-;-;1;-;7;-;-;2;32;-;12;-;1;-;-;-;1;-;-;-;1;1;1;-;-;2;-;-;-;-;-;62
"355030 São Paulo";-;9;1;-;13;83;2;571;4;4;2377;11998;9;23;52;147;42;1;2;209;15;13;6;21;5;40;3;-;657;28;-;215;19;3;16572
"355040 São Pedro";-;-;-;-;-;-;-;3;-;-;4;54;-;1;-;1;-;-;-;1;1;1;-;-;1;-;-;-;6;-;-;-;-;-;73
"355050 São Pedro do Turvo";-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"355060 São Roque";-;1;-;-;-;1;-;11;-;-;20;176;-;-;-;2;-;-;-;7;-;-;-;-;1;-;-;-;9;1;-;-;-;-;229
"355070 São Sebastião";-;1;1;-;-;2;-;16;-;-;7;112;-;2;-;1;-;-;-;-;-;-;-;1;1;-;-;-;7;-;-;6;-;-;157
"355080 São Sebastião da Grama";-;-;-;-;-;-;-;5;-;-;1;13;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;3;1;-;-;-;-;25
"355090 São Simão";-;-;-;-;-;-;-;4;-;-;6;19;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;1;-;-;35
"355100 São Vicente";-;1;1;-;-;5;-;29;-;-;37;146;-;-;-;5;2;-;-;9;3;-;-;3;1;-;-;-;13;1;-;5;1;-;262
"355110 Sarapuí";-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;8
"355120 Sarutaiá";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"355130 Sebastianópolis do Sul";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"355140 Serra Azul";-;-;-;-;-;-;-;7;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;12
"355160 Serra Negra";-;-;-;1;-;1;-;10;-;-;5;36;-;-;-;1;-;-;-;3;-;1;-;-;1;-;-;-;6;-;-;-;-;-;65
"355150 Serrana";-;-;-;-;-;-;-;8;1;-;7;7;-;1;-;1;-;-;-;1;-;1;-;-;1;-;-;-;1;2;-;1;-;-;32
"355170 Sertãozinho";-;1;-;-;-;-;-;16;-;-;46;151;-;1;-;2;1;-;-;6;-;-;-;1;1;-;-;-;19;-;-;3;-;-;248
"355180 Sete Barras";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;7
"355190 Severínia";-;-;-;-;-;-;-;3;-;-;1;5;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;3;-;-;-;-;-;16
"355200 Silveiras";-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;6
"355210 Socorro";-;-;-;-;-;2;-;9;-;-;2;34;-;-;-;1;-;-;-;2;3;-;-;-;1;-;-;-;5;-;-;1;-;-;60
"355220 Sorocaba";-;2;1;-;1;7;-;35;-;1;54;482;-;1;7;7;3;-;2;71;-;2;1;1;2;3;-;-;75;-;-;10;13;-;781
"355230 Sud Mennucci";-;-;-;-;-;-;-;2;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;8
"355240 Sumaré";-;-;-;-;-;1;-;25;-;-;11;80;-;2;-;2;1;-;-;30;-;1;-;1;1;-;-;-;20;1;-;-;-;-;176
"355255 Suzanápolis";-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"355250 Suzano";-;-;1;-;-;2;-;23;-;-;43;75;-;2;-;2;-;-;-;14;-;2;-;1;1;-;-;-;17;-;-;5;1;-;189
"355260 Tabapuã";-;-;-;-;-;-;-;1;-;-;3;7;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;16
"355270 Tabatinga";-;-;-;-;-;-;-;4;-;-;1;30;-;-;-;1;-;-;-;2;-;-;-;1;1;-;-;-;5;-;-;-;-;-;45
"355280 Taboão da Serra";-;1;1;-;-;3;-;12;-;-;23;50;-;1;1;3;-;-;-;11;-;1;1;-;1;-;-;-;6;2;-;3;-;-;120
"355290 Taciba";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"355300 Taguaí";-;-;-;-;-;-;-;1;-;-;1;5;-;-;-;1;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;1;-;-;12
"355310 Taiaçu";-;-;-;-;-;-;-;3;-;-;1;5;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;11
"355320 Taiúva";-;-;-;-;-;-;-;3;-;-;-;8;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;4;-;1;-;-;-;18
"355330 Tambaú";-;-;-;-;-;-;-;8;-;-;-;25;-;1;-;1;-;-;-;1;1;-;-;1;1;-;-;-;7;-;-;1;-;-;47
"355340 Tanabi";-;-;-;-;-;-;-;6;-;-;12;13;-;-;-;1;-;-;-;-;3;-;-;-;1;-;-;-;3;-;-;1;-;-;40
"355350 Tapiraí";-;1;-;-;-;-;-;3;-;-;1;3;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;10
"355360 Tapiratiba";-;-;-;-;-;-;-;4;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;9
"355365 Taquaral";-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"355370 Taquaritinga";-;-;-;-;-;2;-;10;-;-;11;91;1;-;-;1;1;-;-;2;-;1;-;-;-;-;-;-;10;-;-;1;1;-;132
"355380 Taquarituba";-;-;-;-;-;-;-;6;-;-;1;3;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;15
"355385 Taquarivaí";-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"355390 Tarabai";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;6
"355395 Tarumã";1;-;-;-;-;1;-;5;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;16
"355400 Tatuí";-;1;-;-;-;-;-;16;-;-;26;208;-;-;-;2;-;-;-;4;1;-;-;2;1;-;-;-;20;-;-;4;1;-;286
"355410 Taubaté";-;1;-;-;1;3;-;44;-;-;138;405;-;1;1;4;2;1;-;6;-;-;-;1;2;1;-;-;29;-;-;2;3;-;645
"355420 Tejupá";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"355430 Teodoro Sampaio";1;-;-;-;-;-;-;9;-;-;3;12;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;5;-;-;-;-;-;33
"355440 Terra Roxa";-;-;-;1;-;-;-;5;-;-;1;8;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;18
"355450 Tietê";-;1;-;-;-;1;-;5;-;-;7;75;-;-;-;1;-;-;-;1;3;-;-;-;1;1;-;-;15;-;-;-;-;-;111
"355460 Timburi";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;3
"355465 Torre de Pedra";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"355470 Torrinha";-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;6
"355475 Trabiju";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"355480 Tremembé";-;1;-;-;-;-;-;10;-;-;9;10;-;-;-;1;-;-;-;-;2;1;-;-;1;-;-;-;3;-;-;-;-;-;38
"355490 Três Fronteiras";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"355495 Tuiuti";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;4
"355500 Tupã";-;-;-;1;-;-;-;14;-;-;12;134;-;-;3;2;-;-;-;8;-;1;-;-;2;1;-;-;8;1;-;-;-;-;187
"355510 Tupi Paulista";-;-;-;-;-;-;-;7;-;-;-;26;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;1;-;-;-;-;-;38
"355520 Turiúba";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"355530 Turmalina";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;4
"355535 Ubarana";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;3
"355540 Ubatuba";-;1;-;-;-;1;-;19;-;-;6;26;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;4;-;-;64
"355550 Ubirajara";-;-;-;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;8
"355560 Uchoa";2;-;-;-;-;-;-;3;-;-;2;5;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;14
"355570 União Paulista";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"355580 Urânia";-;-;-;-;-;-;-;3;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;10
"355590 Uru";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"355600 Urupês";-;-;-;-;-;-;-;3;-;-;2;6;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;15
"355610 Valentim Gentil";1;-;-;-;-;-;-;5;-;-;1;4;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;15
"355620 Valinhos";-;-;-;-;-;3;-;14;-;-;26;257;-;1;-;2;-;-;-;7;-;2;-;-;1;-;-;-;12;-;-;1;-;-;326
"355630 Valparaíso";-;-;-;-;-;1;-;7;-;-;3;19;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;32
"355635 Vargem";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;6
"355640 Vargem Grande do Sul";-;-;-;-;-;-;-;3;-;-;4;66;-;-;-;1;-;-;-;4;4;-;-;1;1;-;-;-;4;-;-;-;-;-;88
"355645 Vargem Grande Paulista";-;-;-;-;-;1;-;8;-;-;10;2;-;-;-;-;-;-;-;3;-;1;-;-;2;2;-;-;1;2;-;1;-;-;33
