"Município";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"POLICLINICA";"POSTO DE SAUDE";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"Total"
"355570 União Paulista";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"355580 Urânia";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"355590 Uru";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355600 Urupês";-;-;-;-;3;-;2;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;8
"355610 Valentim Gentil";-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355620 Valinhos";-;-;1;-;13;-;18;196;-;-;-;2;-;-;3;-;-;1;-;8;2;-;-;-;-;244
"355630 Valparaíso";-;-;-;-;4;-;1;11;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"355635 Vargem";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355640 Vargem Grande do Sul";-;-;-;-;3;-;2;48;-;-;-;1;-;-;2;3;-;1;-;4;1;-;-;-;-;65
"355645 Vargem Grande Paulista";-;-;-;-;6;-;3;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;13
"355650 Várzea Paulista";-;-;1;-;14;-;5;6;-;-;-;1;-;-;1;-;-;-;-;2;1;-;-;-;-;31
"355660 Vera Cruz";-;-;-;-;2;-;2;7;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;12
"355670 Vinhedo";-;-;1;-;3;-;26;163;-;-;-;1;-;-;3;-;-;-;-;13;1;-;-;-;-;211
"355680 Viradouro";-;-;-;-;5;-;3;17;-;-;-;1;-;-;2;-;-;-;1;1;-;-;-;-;-;30
"355690 Vista Alegre do Alto";-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;6
"355695 Vitória Brasil";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355700 Votorantim";-;-;1;-;15;-;4;31;-;-;-;3;1;-;2;1;-;-;-;6;1;1;-;-;1;67
"355710 Votuporanga";-;-;1;-;14;-;14;154;-;-;-;2;-;-;1;-;-;-;-;14;-;-;-;-;1;201
"355715 Zacarias";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Total";3;10;257;1;4138;58;6427;29755;25;80;186;720;82;16;1212;361;18;215;47;3018;410;32;72;1;90;47234
&
