"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"354120 Presidente Bernardes";-;-;-;-;-;-;-;7;-;2;12;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;25
"354130 Presidente Epitácio";1;-;-;-;-;1;-;10;-;1;32;-;-;-;1;-;-;1;-;-;1;-;-;-;1;-;-;-;10;-;-;-;-;-;-;59
"354140 Presidente Prudente";1;-;1;-;-;4;-;31;-;79;640;-;1;2;8;3;-;1;13;-;-;5;-;-;2;2;-;-;38;1;-;4;-;-;1;837
"354150 Presidente Venceslau";-;-;-;-;-;1;-;11;-;1;61;-;1;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;9;2;-;-;-;-;-;89
"354160 Promissão";-;-;-;-;-;1;-;9;-;3;59;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;5;-;-;-;-;-;-;80
"354165 Quadra";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;4
"354170 Quatá";1;-;-;-;-;1;-;4;-;1;15;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;3;-;-;-;-;-;-;28
"354180 Queiroz";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354190 Queluz";-;1;-;-;-;-;-;4;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;10
"354200 Quintana";-;-;-;-;-;-;-;5;-;2;15;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;23
"354210 Rafard";-;-;-;-;-;-;-;2;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6
"354220 Rancharia";1;-;-;-;-;1;-;9;-;3;40;-;-;-;1;-;-;-;3;-;-;-;-;-;1;-;-;-;8;-;-;-;-;-;-;67
"354230 Redenção da Serra";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;5
"354240 Regente Feijó";-;-;-;-;-;-;-;9;-;1;18;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;34
"354250 Reginópolis";-;-;-;-;-;-;-;4;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"354260 Registro";2;-;-;-;-;1;-;16;-;17;47;-;1;-;2;-;-;-;2;-;-;1;-;-;2;-;1;-;10;1;-;-;-;-;-;103
"354270 Restinga";-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"354280 Ribeira";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"354290 Ribeirão Bonito";-;-;-;-;-;-;-;3;-;2;18;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;26
"354300 Ribeirão Branco";-;1;-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;9
"354310 Ribeirão Corrente";-;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"354320 Ribeirão do Sul";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354323 Ribeirão dos Índios";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354325 Ribeirão Grande";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354330 Ribeirão Pires";-;1;-;-;1;3;-;11;-;15;57;-;-;-;2;-;-;-;8;-;-;1;-;-;1;-;-;-;9;-;-;-;-;-;-;109
"354340 Ribeirão Preto";-;1;1;-;5;6;-;48;2;525;1318;3;1;4;16;3;-;1;93;-;1;1;-;-;5;2;-;-;98;1;-;21;1;-;6;2163
"354360 Rifaina";-;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;6
"354370 Rincão";-;-;-;-;-;-;-;1;-;1;6;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;11
"354380 Rinópolis";-;-;-;-;-;-;-;5;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;10
"354390 Rio Claro";-;1;1;-;1;3;-;23;-;49;360;1;2;1;3;2;-;1;15;-;-;3;-;-;1;-;-;-;38;3;-;2;-;-;-;510
"354400 Rio das Pedras";-;-;-;-;-;1;-;4;-;6;62;-;-;-;1;-;-;-;5;-;-;-;-;1;1;-;-;-;3;-;-;-;-;-;-;84
"354410 Rio Grande da Serra";-;1;-;-;-;1;-;8;-;3;3;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;-;-;-;-;-;20
"354420 Riolândia";-;-;-;-;-;-;-;4;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;10
"354350 Riversul";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354425 Rosana";-;-;-;-;-;-;-;1;-;-;27;-;-;-;1;-;-;-;1;-;7;-;-;-;1;-;-;-;4;-;-;-;-;-;-;42
"354430 Roseira";-;1;-;-;-;-;-;4;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;11
"354440 Rubiácea";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;4
"354450 Rubinéia";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354460 Sabino";-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"354470 Sagres";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354480 Sales";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354490 Sales Oliveira";-;-;-;-;-;-;-;4;1;1;20;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;4;1;-;-;-;-;-;34
"354500 Salesópolis";-;1;-;-;-;-;-;2;-;1;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;3;-;1;-;-;-;16
"354510 Salmourão";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354515 Saltinho";-;-;-;-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"354520 Salto";-;1;-;-;-;1;-;9;-;19;129;-;3;-;2;-;-;-;5;-;-;-;-;-;1;-;-;-;5;3;-;1;-;-;-;179
"354530 Salto de Pirapora";-;1;-;-;-;2;-;8;-;2;42;-;-;3;1;-;-;-;2;-;-;-;-;-;1;-;-;-;4;4;-;-;-;-;-;70
"354540 Salto Grande";-;-;-;-;-;-;-;3;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;7
"354550 Sandovalina";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354560 Santa Adélia";-;1;-;-;-;-;-;5;-;2;22;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;4;-;-;-;-;-;-;37
"354570 Santa Albertina";-;-;-;-;-;-;-;2;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;8
"354580 Santa Bárbara d'Oeste";-;1;-;-;-;1;-;16;-;17;236;-;-;-;2;1;-;-;2;-;-;2;-;-;1;-;-;-;24;1;-;1;-;-;-;305
"354600 Santa Branca";-;-;-;-;-;-;-;2;-;1;3;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;3;1;-;-;-;-;-;13
"354610 Santa Clara d'Oeste";-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"354620 Santa Cruz da Conceição";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;4
"354625 Santa Cruz da Esperança";1;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;7
"354630 Santa Cruz das Palmeiras";1;-;-;-;-;-;-;3;-;3;46;-;-;-;1;1;-;-;4;-;-;-;-;-;1;-;-;-;7;-;-;2;-;-;-;69
"354640 Santa Cruz do Rio Pardo";-;1;-;-;-;1;-;9;-;11;103;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;14;-;-;3;-;-;-;145
"354650 Santa Ernestina";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354660 Santa Fé do Sul";1;-;-;-;-;1;-;9;-;32;51;-;-;-;1;-;-;-;7;-;-;1;-;1;1;1;-;-;8;1;-;1;-;-;-;116
"354670 Santa Gertrudes";-;-;-;-;-;1;-;5;-;5;24;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;3;-;-;2;-;-;-;42
"354680 Santa Isabel";-;1;-;-;-;-;-;10;-;6;7;-;-;-;1;-;-;-;1;-;-;1;-;-;1;-;-;-;1;-;-;1;1;-;-;31
"354690 Santa Lúcia";-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;6
"354700 Santa Maria da Serra";-;-;-;-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;6
"354710 Santa Mercedes";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"354740 Santa Rita d'Oeste";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354750 Santa Rita do Passa Quatro";-;-;-;-;-;1;-;6;-;8;48;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;-;72
"354760 Santa Rosa de Viterbo";-;-;-;-;-;1;-;3;-;3;37;-;-;-;1;-;-;-;2;-;2;1;-;-;1;1;-;-;4;2;-;1;-;-;-;59
"354765 Santa Salete";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354720 Santana da Ponte Pensa";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354730 Santana de Parnaíba";-;1;-;-;-;3;-;10;-;4;8;-;1;-;1;-;-;-;2;-;-;1;-;-;1;-;-;-;4;-;-;1;-;-;-;37
"354770 Santo Anastácio";-;-;-;-;-;-;-;5;-;1;32;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;41
"354780 Santo André";-;1;1;-;3;5;-;33;-;220;194;-;1;1;10;4;1;-;96;1;-;5;-;3;1;2;-;-;46;2;-;16;-;-;-;646
"354790 Santo Antônio da Alegria";-;-;-;-;-;-;-;6;-;1;2;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;2;2;2;1;-;-;-;19
"354800 Santo Antônio de Posse";2;-;-;-;-;1;-;6;-;2;9;-;-;-;-;-;-;-;3;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;25
"354805 Santo Antônio do Aracanguá";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"354810 Santo Antônio do Jardim";-;-;-;-;-;-;-;1;-;-;4;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;10
"354820 Santo Antônio do Pinhal";2;1;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;6;1;-;-;1;-;-;-;-;-;-;1;-;-;-;15
"354830 Santo Expedito";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354840 Santópolis do Aguapeí";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;4
"354850 Santos";-;3;1;1;1;9;-;33;-;189;1123;3;1;2;12;8;-;1;5;-;-;2;-;3;2;2;-;-;75;-;-;11;1;-;-;1488
"354860 São Bento do Sapucaí";-;1;-;-;-;-;-;2;-;-;3;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;11
"354870 São Bernardo do Campo";1;1;1;-;9;9;-;35;-;266;396;1;-;6;12;3;-;-;45;-;-;9;-;3;1;4;-;-;51;5;1;17;1;1;-;878
"354880 São Caetano do Sul";-;1;-;1;3;2;-;13;-;178;413;-;-;-;6;1;-;-;4;-;1;1;-;-;1;1;-;-;30;1;-;4;3;-;-;664
"354890 São Carlos";-;1;1;1;1;3;-;34;-;58;409;-;-;-;4;-;-;-;56;-;-;3;-;-;1;-;-;-;40;-;-;8;3;-;-;623
"354900 São Francisco";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354910 São João da Boa Vista";1;1;1;1;-;3;-;13;-;25;447;-;9;-;2;2;-;-;2;-;-;1;-;-;2;2;-;-;16;1;-;4;2;-;-;535
"354920 São João das Duas Pontes";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354925 São João de Iracema";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354930 São João do Pau d'Alho";-;-;-;-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"354940 São Joaquim da Barra";-;-;-;-;-;1;-;11;-;5;156;-;-;-;1;-;-;1;4;-;-;1;-;-;1;-;-;-;35;-;-;-;-;-;-;216
"354950 São José da Bela Vista";-;-;-;-;-;-;-;4;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"354960 São José do Barreiro";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"354970 São José do Rio Pardo";-;-;-;-;-;1;-;8;-;41;102;1;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;3;23;-;-;2;-;-;-;184
"354980 São José do Rio Preto";1;2;1;-;3;6;-;30;3;152;647;3;3;9;6;7;-;2;69;-;-;4;-;1;2;3;-;-;92;2;-;12;1;-;1;1062
"354990 São José dos Campos";-;1;1;-;7;5;-;40;1;148;1358;-;1;7;14;4;-;-;12;-;1;5;2;1;1;1;-;-;75;2;1;9;4;-;-;1701
"354995 São Lourenço da Serra";-;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;3;-;-;-;10
"355000 São Luís do Paraitinga";-;1;-;-;-;-;-;4;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;12
"355010 São Manuel";-;-;-;-;-;-;-;8;-;2;89;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;7;-;-;-;1;-;-;109
"355020 São Miguel Arcanjo";-;1;-;-;-;1;-;6;-;2;25;-;12;-;1;-;-;-;1;-;-;-;-;-;1;1;-;-;2;-;-;1;-;-;-;54
"355030 São Paulo";-;13;1;-;37;86;2;497;5;3945;13555;10;23;50;148;61;1;3;279;-;19;18;5;20;9;83;3;-;828;29;-;214;31;5;4;19984
"355040 São Pedro";-;-;-;-;-;1;-;5;-;5;62;-;-;-;1;-;-;-;1;-;1;1;-;-;1;-;-;-;4;-;-;-;-;-;-;82
"355050 São Pedro do Turvo";1;-;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"355060 São Roque";-;1;-;-;-;1;-;11;-;16;184;-;-;-;2;-;-;-;11;-;-;-;-;-;2;-;-;-;10;1;-;-;-;-;11;250
"355070 São Sebastião";-;1;1;-;-;2;-;17;-;2;124;-;2;-;1;-;-;-;1;-;1;1;-;1;1;-;-;-;14;-;-;6;-;-;-;175
"355080 São Sebastião da Grama";1;-;-;-;-;-;-;5;-;1;14;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;26
"355090 São Simão";-;-;-;-;-;-;-;4;-;5;20;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;2;-;1;-;-;-;37
"355100 São Vicente";1;1;1;-;-;5;-;28;-;40;154;-;-;-;5;2;-;-;12;-;2;2;-;-;1;-;-;-;15;2;-;4;1;-;-;276
"355110 Sarapuí";-;1;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;1;-;-;-;9
"355120 Sarutaiá";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"355130 Sebastianópolis do Sul";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"355140 Serra Azul";-;-;-;-;-;-;-;7;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;12
"355160 Serra Negra";-;-;-;1;-;1;-;12;-;8;38;-;1;-;1;-;-;-;3;-;-;-;-;-;1;-;-;-;6;-;-;-;-;-;-;72
"355150 Serrana";-;-;-;-;-;-;-;5;-;11;15;-;-;-;1;-;-;-;1;-;-;1;-;-;2;-;-;-;1;2;-;1;-;-;-;40
"355170 Sertãozinho";-;-;-;-;-;1;-;13;-;51;216;-;1;-;2;1;-;-;8;-;-;1;-;1;2;-;-;-;22;-;-;3;-;-;-;322
"355180 Sete Barras";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;7
"355190 Severínia";-;-;-;-;-;-;-;3;-;1;4;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;16
"355200 Silveiras";-;-;-;-;-;-;-;3;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;7
"355210 Socorro";-;-;-;1;-;1;-;10;-;3;34;-;-;-;1;-;-;-;3;-;3;-;-;-;1;-;-;-;5;-;-;1;-;-;-;63
"355220 Sorocaba";-;2;1;-;1;7;-;36;-;75;699;-;1;3;8;5;-;2;87;-;-;3;1;1;3;3;-;-;90;-;-;10;12;-;-;1050
"355230 Sud Mennucci";-;-;-;-;-;-;-;2;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;7
"355240 Sumaré";-;1;-;1;-;2;-;25;-;20;101;-;-;-;1;2;-;-;30;-;-;6;-;-;1;1;-;-;23;1;-;-;-;-;-;215
"355255 Suzanápolis";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"355250 Suzano";4;-;1;-;-;4;-;22;-;55;103;-;-;-;3;-;-;-;15;-;-;2;-;1;1;-;-;-;18;3;-;7;-;-;-;239
"355260 Tabapuã";-;-;-;-;-;-;-;2;-;3;6;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;16
"355270 Tabatinga";-;-;-;-;-;-;-;4;-;2;29;-;-;-;1;-;-;-;2;-;-;-;-;1;1;-;-;-;6;-;-;-;-;-;-;46
"355280 Taboão da Serra";-;1;1;-;-;3;-;13;-;18;39;-;-;1;3;-;-;-;16;-;-;1;1;-;3;1;-;-;6;2;-;4;-;-;-;113
"355290 Taciba";-;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"355300 Taguaí";-;-;-;-;-;-;-;4;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;14
"355310 Taiaçu";1;-;-;-;-;-;-;3;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;11
"355320 Taiúva";-;-;-;-;-;-;-;4;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;1;-;-;-;-;19
"355330 Tambaú";-;1;-;1;-;-;-;8;-;2;33;-;5;-;1;-;-;-;1;-;1;-;-;1;1;-;-;-;8;-;-;1;-;-;-;64
"355340 Tanabi";-;-;-;-;-;-;-;7;-;13;14;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;4;-;-;1;-;-;-;44
"355350 Tapiraí";-;1;-;-;-;-;-;3;-;1;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;9
"355360 Tapiratiba";-;-;-;-;-;1;-;5;-;1;3;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;14
"355365 Taquaral";-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"355370 Taquaritinga";-;-;-;-;-;2;-;10;-;7;114;-;-;-;1;1;-;-;3;-;1;1;-;-;1;-;-;-;10;1;-;1;-;-;1;154
"355380 Taquarituba";-;-;-;-;-;-;-;6;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;1;-;-;-;16
"355385 Taquarivaí";-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"355390 Tarabai";-;-;-;-;-;1;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"355395 Tarumã";1;-;-;-;-;1;-;5;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6;-;-;1;-;-;-;19
"355400 Tatuí";-;1;-;-;-;1;-;18;-;30;239;-;-;-;2;-;-;-;3;-;1;-;-;1;1;1;-;-;18;-;-;4;1;-;1;322
"355410 Taubaté";-;2;1;-;1;3;-;50;-;148;468;1;2;2;4;4;1;-;12;-;-;3;-;1;2;1;-;-;39;1;-;7;5;-;-;758
"355420 Tejupá";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"355430 Teodoro Sampaio";1;-;-;-;-;-;-;10;-;2;15;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;4;-;-;-;-;-;-;35
"355440 Terra Roxa";-;-;-;1;-;-;-;4;-;1;8;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;18
"355450 Tietê";-;1;-;-;-;1;-;5;-;8;92;-;-;-;1;-;-;-;3;-;2;-;-;-;1;1;-;-;18;-;-;-;-;-;-;133
"355460 Timburi";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;3
"355465 Torre de Pedra";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"355470 Torrinha";-;-;-;-;-;-;-;2;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"355475 Trabiju";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"355480 Tremembé";-;1;-;-;-;-;-;11;-;11;13;-;-;-;-;-;-;-;-;-;2;1;-;-;1;-;-;-;3;1;-;1;-;-;-;45
"355490 Três Fronteiras";-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"355495 Tuiuti";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;5
"355500 Tupã";1;-;-;1;-;1;-;14;-;17;159;-;5;1;2;-;-;-;8;-;1;1;-;-;2;1;-;-;9;1;-;-;-;-;-;224
