"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"Total"
"354230 Redenção da Serra";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354240 Regente Feijó";-;-;-;-;-;-;-;8;-;-;-;15;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;29
"354250 Reginópolis";-;-;-;-;-;-;-;3;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;7
"354260 Registro";2;-;-;-;-;1;-;15;-;-;12;54;-;1;-;2;-;-;-;2;-;1;-;-;2;-;1;-;10;1;-;-;-;-;104
"354270 Restinga";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354280 Ribeira";-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354290 Ribeirão Bonito";-;-;-;-;-;-;-;4;-;-;2;17;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;26
"354300 Ribeirão Branco";-;1;-;-;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;10
"354310 Ribeirão Corrente";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354320 Ribeirão do Sul";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354323 Ribeirão dos Índios";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354325 Ribeirão Grande";-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354330 Ribeirão Pires";-;1;-;-;-;3;-;10;-;-;16;52;-;-;-;2;-;-;-;10;-;1;-;1;1;-;-;-;9;-;-;-;-;-;106
"354340 Ribeirão Preto";-;1;1;-;6;4;-;49;-;2;385;1243;1;1;4;15;3;1;-;83;1;1;-;1;2;2;-;-;92;1;-;18;3;-;1920
"354360 Rifaina";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;5
"354370 Rincão";-;-;-;-;-;-;-;1;-;-;1;5;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;10
"354380 Rinópolis";-;-;-;-;-;-;-;4;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;10
"354390 Rio Claro";-;-;1;-;-;3;-;17;1;-;41;273;1;1;1;3;1;-;1;16;-;3;-;-;1;-;-;-;37;3;-;3;-;-;407
"354400 Rio das Pedras";-;-;-;-;-;1;-;1;-;-;4;59;-;-;-;1;-;-;-;5;-;-;-;1;1;-;-;-;4;-;-;-;-;-;77
"354410 Rio Grande da Serra";-;-;-;-;-;1;-;8;-;-;3;6;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;-;-;-;-;22
"354420 Riolândia";-;-;-;-;-;-;-;4;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;10
"354350 Riversul";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354425 Rosana";-;-;-;-;-;-;-;1;-;-;-;25;-;-;-;1;-;-;-;1;7;-;-;-;1;-;-;-;5;-;-;-;-;-;41
"354430 Roseira";-;1;-;-;-;-;-;4;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;9
"354440 Rubiácea";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;4
"354450 Rubinéia";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354460 Sabino";-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"354470 Sagres";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354480 Sales";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;4
"354490 Sales Oliveira";-;-;-;-;-;-;-;4;-;-;1;19;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;4;1;-;-;-;-;31
"354500 Salesópolis";-;1;-;-;-;-;-;2;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;3;-;1;-;-;11
"354510 Salmourão";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354515 Saltinho";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;5
"354520 Salto";-;1;-;-;-;1;-;10;-;-;15;104;-;-;-;2;-;-;-;5;-;-;-;-;1;-;-;-;4;-;-;1;-;-;144
"354530 Salto de Pirapora";-;1;-;-;-;1;-;7;-;-;2;38;-;-;3;1;-;-;-;2;-;-;-;-;1;-;-;-;1;-;-;-;-;-;57
"354540 Salto Grande";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;5
"354550 Sandovalina";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354560 Santa Adélia";-;1;-;-;-;-;-;5;-;-;2;21;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;3;-;-;-;-;-;35
"354570 Santa Albertina";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;1;-;-;7
"354580 Santa Bárbara d'Oeste";-;1;-;-;-;1;-;14;-;-;16;183;-;-;-;1;1;-;-;3;-;2;-;-;1;-;-;-;15;1;-;1;-;-;240
"354600 Santa Branca";-;-;-;-;-;-;-;2;-;-;1;4;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;3;-;-;-;-;-;13
"354610 Santa Clara d'Oeste";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354620 Santa Cruz da Conceição";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354625 Santa Cruz da Esperança";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;5
"354630 Santa Cruz das Palmeiras";1;-;-;-;-;-;-;3;-;-;2;49;-;-;-;1;1;-;-;5;-;-;-;-;1;-;-;-;7;-;-;2;-;-;72
"354640 Santa Cruz do Rio Pardo";-;1;-;-;-;1;-;7;-;-;9;108;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;17;-;-;3;-;-;149
"354650 Santa Ernestina";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354660 Santa Fé do Sul";1;-;-;-;-;1;-;9;-;-;25;49;-;-;-;1;-;-;-;7;-;1;-;1;1;-;-;-;8;1;-;-;-;-;105
"354670 Santa Gertrudes";-;-;-;-;-;1;-;6;-;-;5;28;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;2;1;-;1;-;-;47
"354680 Santa Isabel";-;1;-;-;-;-;-;10;-;-;4;8;-;-;-;1;-;-;-;1;-;1;-;-;1;-;-;-;1;-;-;-;1;-;29
"354690 Santa Lúcia";-;-;-;-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;6
"354700 Santa Maria da Serra";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;4
"354710 Santa Mercedes";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354740 Santa Rita d'Oeste";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354750 Santa Rita do Passa Quatro";-;-;-;-;-;2;-;5;-;-;10;51;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;77
"354760 Santa Rosa de Viterbo";-;-;-;-;-;-;-;3;-;-;5;37;-;-;-;1;-;-;-;-;1;1;-;-;2;-;-;-;3;-;-;1;-;-;54
"354765 Santa Salete";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354720 Santana da Ponte Pensa";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354730 Santana de Parnaíba";-;1;-;-;-;3;-;9;-;-;5;8;-;-;-;1;-;-;-;3;-;1;-;-;1;-;-;-;4;-;-;1;-;-;37
"354770 Santo Anastácio";-;-;-;-;-;-;-;5;-;-;1;31;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;40
"354780 Santo André";-;1;1;-;-;5;-;34;-;-;241;291;-;3;1;10;5;1;-;97;-;4;-;4;1;2;-;-;49;2;-;17;-;-;769
"354790 Santo Antônio da Alegria";-;-;-;-;-;-;-;5;-;-;1;2;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;1;1;1;-;-;14
"354800 Santo Antônio de Posse";-;-;-;-;-;1;-;5;-;-;3;10;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;23
"354805 Santo Antônio do Aracanguá";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354810 Santo Antônio do Jardim";-;-;-;-;-;-;-;1;-;-;-;4;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;1;-;-;10
"354820 Santo Antônio do Pinhal";2;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6;1;-;-;1;-;-;-;-;-;-;-;-;-;13
"354830 Santo Expedito";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354840 Santópolis do Aguapeí";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;3
"354850 Santos";-;3;1;-;1;7;-;34;-;-;162;1059;3;3;2;12;8;-;1;5;-;-;-;3;2;1;-;-;73;-;-;11;1;-;1392
"354860 São Bento do Sapucaí";-;1;-;-;-;-;-;2;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;10
"354870 São Bernardo do Campo";1;1;1;-;8;8;-;35;-;-;241;343;-;4;6;12;2;-;-;43;-;9;-;4;1;3;-;-;40;5;-;17;3;1;788
"354880 São Caetano do Sul";-;1;-;-;-;1;-;13;-;-;162;369;-;-;-;5;1;-;-;1;1;-;-;-;1;1;-;-;22;1;-;3;3;-;585
"354890 São Carlos";-;1;1;1;-;2;-;30;-;-;41;311;-;-;-;4;-;-;-;54;-;2;-;1;1;-;-;-;38;-;-;5;2;-;494
"354900 São Francisco";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354910 São João da Boa Vista";1;1;1;1;-;3;-;12;-;-;24;376;-;9;-;2;1;-;-;2;-;-;-;1;2;2;-;-;16;1;-;2;2;-;459
"354920 São João das Duas Pontes";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354925 São João de Iracema";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354930 São João do Pau d'Alho";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354940 São Joaquim da Barra";-;-;-;-;-;-;-;10;-;-;8;132;-;-;-;1;-;-;1;4;-;-;-;1;1;-;-;-;33;-;-;-;-;-;191
"354950 São José da Bela Vista";-;-;-;-;-;-;-;4;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;8
"354960 São José do Barreiro";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"354970 São José do Rio Pardo";-;-;-;-;-;1;-;7;-;-;41;75;1;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;22;-;-;2;-;-;152
"354980 São José do Rio Preto";-;2;1;1;3;6;-;29;-;1;153;529;3;3;8;7;7;-;2;75;-;5;-;-;2;3;-;-;97;2;-;11;2;-;952
"354990 São José dos Campos";-;1;1;-;7;4;-;40;-;-;137;1200;-;1;9;11;3;-;-;12;1;2;2;4;1;-;-;-;62;2;1;7;3;-;1511
"354995 São Lourenço da Serra";-;-;-;-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;9
"355000 São Luís do Paraitinga";-;1;-;-;-;-;-;4;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;9
"355010 São Manuel";-;-;-;-;-;-;-;7;-;-;3;89;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;7;-;-;-;1;-;109
"355020 São Miguel Arcanjo";-;1;-;-;-;1;-;7;-;-;2;32;-;13;-;1;-;-;-;1;-;-;-;1;1;1;-;-;2;-;-;-;-;-;63
"355030 São Paulo";-;9;1;-;29;83;2;569;4;6;2551;12186;10;23;50;150;43;1;2;208;16;12;7;20;5;44;3;-;631;29;-;201;22;3;16920
"355040 São Pedro";-;-;-;-;-;-;-;3;-;-;3;54;-;-;-;1;-;-;-;1;1;1;-;-;1;-;-;-;6;-;-;-;-;-;71
"355050 São Pedro do Turvo";-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"355060 São Roque";-;-;-;-;-;1;-;11;-;-;22;179;-;-;-;2;-;-;-;7;-;-;-;-;1;-;-;-;9;1;-;-;-;-;233
"355070 São Sebastião";-;1;1;-;-;2;-;16;-;-;6;114;-;2;-;1;-;-;-;-;-;-;-;1;1;-;-;-;7;-;-;6;-;-;158
"355080 São Sebastião da Grama";-;-;-;-;-;-;-;5;-;-;1;13;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;3;1;-;-;-;-;25
"355090 São Simão";-;-;-;-;-;-;-;4;-;-;6;19;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;1;-;-;35
"355100 São Vicente";-;1;1;-;-;5;-;29;-;-;36;147;-;-;-;5;2;-;-;10;3;-;-;3;1;-;-;-;12;1;-;5;1;-;262
"355110 Sarapuí";-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;8
"355120 Sarutaiá";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"355130 Sebastianópolis do Sul";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"355140 Serra Azul";-;-;-;-;-;-;-;7;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;12
"355160 Serra Negra";-;-;-;1;-;1;-;10;-;-;5;39;-;-;-;1;-;-;-;3;-;1;-;-;1;-;-;-;6;-;-;-;-;-;68
"355150 Serrana";-;-;-;-;-;-;-;8;1;-;7;8;-;1;-;1;-;-;-;1;-;1;-;-;1;-;-;-;1;2;-;1;-;-;33
"355170 Sertãozinho";-;1;-;-;-;-;-;16;-;-;47;155;-;1;-;2;1;-;-;7;-;-;-;1;1;-;-;-;19;-;-;3;-;-;254
"355180 Sete Barras";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;7
"355190 Severínia";-;-;-;-;-;-;-;3;-;-;1;3;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;3;-;-;1;-;-;15
"355200 Silveiras";-;-;-;-;-;-;-;3;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;7
"355210 Socorro";-;-;-;1;-;2;-;9;-;-;2;30;-;-;-;1;-;-;-;2;3;-;-;-;1;-;-;-;5;-;-;1;-;-;57
"355220 Sorocaba";-;2;1;-;1;8;-;34;-;1;52;546;-;1;7;7;3;-;2;70;-;2;1;1;2;3;-;-;75;-;-;7;13;-;839
"355230 Sud Mennucci";-;-;-;-;-;-;-;2;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;8
"355240 Sumaré";-;-;-;-;-;2;-;25;-;-;12;80;-;2;-;2;1;-;-;31;-;2;-;-;1;-;-;-;22;1;-;-;-;-;181
"355255 Suzanápolis";-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"355250 Suzano";-;-;1;-;-;2;-;23;-;-;47;76;-;2;-;2;-;-;-;14;-;2;-;1;1;-;-;-;17;-;-;7;1;-;196
"355260 Tabapuã";-;-;-;-;-;-;-;1;-;-;3;8;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;17
"355270 Tabatinga";-;-;-;-;-;-;-;4;-;-;1;29;-;-;-;1;-;-;-;2;-;-;-;1;1;-;-;-;5;-;-;-;-;-;44
"355280 Taboão da Serra";-;1;1;-;-;3;-;12;-;-;20;50;-;1;-;3;-;-;-;10;-;1;1;-;1;-;-;-;6;2;-;4;-;-;116
"355290 Taciba";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"355300 Taguaí";-;-;-;-;-;-;-;1;-;-;1;5;-;-;-;1;-;-;-;1;3;-;-;-;1;-;-;-;-;-;-;1;-;-;14
"355310 Taiaçu";-;-;-;-;-;-;-;3;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;10
"355320 Taiúva";-;-;-;-;-;-;-;4;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;1;-;-;-;18
"355330 Tambaú";-;-;-;-;-;-;-;7;-;-;-;24;-;-;-;1;-;-;-;1;1;-;-;1;1;-;-;-;7;-;-;1;-;-;44
"355340 Tanabi";-;-;-;-;-;-;-;6;-;-;12;13;-;-;-;1;-;-;-;-;3;-;-;-;1;-;-;-;3;-;-;1;-;-;40
"355350 Tapiraí";-;1;-;-;-;-;-;3;-;-;1;3;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;10
"355360 Tapiratiba";-;-;-;-;-;-;-;4;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;9
"355365 Taquaral";-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"355370 Taquaritinga";-;-;-;-;-;2;-;11;-;-;11;98;1;-;-;1;1;-;-;2;-;1;-;-;-;-;-;-;10;-;-;1;-;-;139
"355380 Taquarituba";-;-;-;-;-;-;-;7;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;16
"355385 Taquarivaí";-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"355390 Tarabai";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;6
"355395 Tarumã";1;-;-;-;-;1;-;5;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;16
"355400 Tatuí";-;1;-;-;-;1;-;16;-;-;27;216;-;-;-;2;-;-;-;4;1;-;-;1;1;-;-;-;21;-;-;5;1;-;297
"355410 Taubaté";-;1;-;-;1;3;-;43;-;-;127;418;-;1;2;4;2;1;-;7;-;-;-;1;2;1;-;-;30;-;-;2;3;-;649
"355420 Tejupá";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"355430 Teodoro Sampaio";1;-;-;-;-;-;-;9;-;-;3;12;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;5;-;-;-;-;-;33
"355440 Terra Roxa";-;-;-;1;-;-;-;5;-;-;1;7;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;17
"355450 Tietê";-;1;-;-;-;1;-;5;-;-;7;78;-;-;-;1;-;-;-;1;3;-;-;-;1;1;-;-;15;-;-;-;-;-;114
"355460 Timburi";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;3
"355465 Torre de Pedra";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"355470 Torrinha";-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;6
"355475 Trabiju";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"355480 Tremembé";-;1;-;-;-;-;-;10;-;-;9;10;-;-;-;-;-;-;-;-;2;1;-;-;1;-;-;-;3;-;-;-;-;-;37
"355490 Três Fronteiras";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"355495 Tuiuti";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;4
"355500 Tupã";-;-;-;1;-;-;-;14;-;-;11;136;-;-;3;2;-;-;-;8;-;1;-;-;2;1;-;-;8;1;-;-;-;-;188
"355510 Tupi Paulista";-;-;-;-;-;-;-;7;-;-;-;26;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;3;-;-;-;-;-;40
"355520 Turiúba";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"355530 Turmalina";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;4
"355535 Ubarana";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;3
"355540 Ubatuba";-;1;-;-;-;1;-;18;-;-;6;26;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;5;-;-;4;-;-;64
"355550 Ubirajara";-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;6
"355560 Uchoa";2;-;-;-;-;-;-;3;-;-;2;9;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;18
"355570 União Paulista";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"355580 Urânia";-;-;-;-;-;-;-;3;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;9
"355590 Uru";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"355600 Urupês";-;-;-;-;-;-;-;3;-;-;4;7;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;18
"355610 Valentim Gentil";1;-;-;-;-;-;-;5;-;-;1;4;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;15
"355620 Valinhos";-;-;-;-;-;3;-;14;-;-;29;266;-;1;-;2;-;-;-;7;-;1;-;-;1;-;-;-;11;-;-;1;-;-;336
"355630 Valparaíso";-;-;-;-;-;1;-;7;-;-;3;19;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;32
"355635 Vargem";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;6
"355640 Vargem Grande do Sul";-;-;-;-;-;-;-;3;-;-;4;70;-;-;-;1;-;-;-;4;4;-;-;1;1;-;-;-;4;-;-;1;-;-;93
"355645 Vargem Grande Paulista";-;-;-;-;-;1;-;8;-;-;10;4;-;-;-;-;-;-;-;3;-;1;-;-;2;2;-;1;1;2;-;1;-;-;36
