"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"354030 Pontes Gestal";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"354040 Populina";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354050 Porangaba";1;-;-;-;-;-;-;1;-;-;1;6;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;14
"354060 Porto Feliz";2;1;-;-;-;1;-;9;-;-;5;63;-;1;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;6;1;-;-;-;-;-;93
"354070 Porto Ferreira";-;-;-;-;-;1;-;12;-;-;7;123;-;-;-;1;-;-;-;5;-;-;1;-;-;1;-;-;-;18;1;-;-;-;-;-;170
"354075 Potim";-;-;-;-;-;1;-;6;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;1;-;-;-;13
"354080 Potirendaba";-;-;-;-;-;1;-;4;-;-;2;7;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;19
"354085 Pracinha";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354090 Pradópolis";1;-;-;-;-;-;-;4;-;-;1;9;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;-;1;-;-;-;20
"354100 Praia Grande";-;3;-;-;1;4;-;27;-;-;34;115;-;-;-;1;3;-;-;22;-;1;3;-;2;1;-;-;-;20;1;-;5;1;-;-;244
"354105 Pratânia";-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"354110 Presidente Alves";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"354120 Presidente Bernardes";-;-;-;-;-;-;-;7;-;-;2;12;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;25
"354130 Presidente Epitácio";1;-;-;-;-;1;-;11;-;-;1;32;-;-;-;1;-;-;1;-;-;1;-;-;-;1;-;-;-;10;-;-;-;-;-;-;60
"354140 Presidente Prudente";1;-;1;-;-;4;-;31;-;-;69;664;-;1;3;7;3;-;1;21;-;1;4;-;-;2;3;-;-;37;1;-;4;1;-;2;861
"354150 Presidente Venceslau";-;-;-;-;-;1;-;11;-;-;2;65;-;1;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;9;2;-;-;1;-;-;95
"354160 Promissão";-;-;-;-;-;1;-;11;-;-;3;62;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;5;-;-;-;-;-;-;85
"354165 Quadra";-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;5
"354170 Quatá";1;-;-;-;-;1;-;4;-;-;1;14;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;-;-;3;-;-;-;-;-;-;28
"354180 Queiroz";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354190 Queluz";-;1;-;-;-;-;-;4;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;10
"354200 Quintana";-;-;-;-;-;-;-;5;-;-;2;17;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;25
"354210 Rafard";-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"354220 Rancharia";1;-;-;-;-;2;-;9;-;-;3;46;-;-;-;1;-;-;-;3;-;-;-;-;-;1;-;-;-;8;-;-;-;-;-;-;74
"354230 Redenção da Serra";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;5
"354240 Regente Feijó";-;-;-;-;-;-;-;9;-;-;1;17;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;33
"354250 Reginópolis";-;-;-;-;-;-;-;4;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"354260 Registro";2;-;-;-;1;1;-;16;-;-;18;50;-;1;-;3;-;-;-;2;-;-;1;-;-;2;-;1;-;9;1;-;-;-;-;-;108
"354270 Restinga";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"354280 Ribeira";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"354290 Ribeirão Bonito";-;-;-;-;-;-;-;3;-;-;2;16;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;24
"354300 Ribeirão Branco";-;1;-;-;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;10
"354310 Ribeirão Corrente";-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"354320 Ribeirão do Sul";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354323 Ribeirão dos Índios";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354325 Ribeirão Grande";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354330 Ribeirão Pires";-;1;-;-;1;3;-;11;-;-;17;59;-;-;-;2;-;-;-;10;-;-;1;-;-;1;1;-;-;9;-;-;-;-;-;-;116
"354340 Ribeirão Preto";-;1;1;-;5;5;-;48;-;2;462;1471;4;1;4;16;3;-;1;99;-;-;2;-;1;5;3;-;-;117;2;-;21;1;-;7;2282
"354360 Rifaina";-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;6
"354370 Rincão";-;-;-;-;-;-;-;1;-;-;1;6;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;11
"354380 Rinópolis";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;10
"354390 Rio Claro";-;1;1;-;1;3;-;22;-;-;62;390;1;1;1;3;1;-;1;15;-;-;3;-;-;2;-;-;-;38;3;-;3;-;-;-;552
"354400 Rio das Pedras";-;-;-;-;-;1;-;3;-;-;6;66;-;-;-;1;-;-;-;4;-;-;-;-;1;1;-;-;-;3;-;-;-;-;-;-;86
"354410 Rio Grande da Serra";-;1;-;-;-;1;-;8;-;-;3;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;-;-;-;-;-;19
"354420 Riolândia";-;-;-;-;-;-;-;4;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;10
"354350 Riversul";-;1;-;-;-;-;-;1;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"354425 Rosana";-;-;-;-;-;-;-;1;-;-;-;28;-;-;-;1;-;-;-;1;-;7;-;-;-;1;-;-;-;4;-;-;-;-;-;-;43
"354430 Roseira";-;1;-;-;-;-;-;4;-;-;1;3;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;13
"354440 Rubiácea";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"354450 Rubinéia";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354460 Sabino";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"354470 Sagres";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354480 Sales";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;4
"354490 Sales Oliveira";-;-;-;-;-;-;-;4;-;1;1;23;-;1;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;4;1;-;-;-;-;-;38
"354500 Salesópolis";-;1;-;-;-;-;-;2;-;-;1;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;3;-;1;-;-;-;16
"354510 Salmourão";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354515 Saltinho";-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"354520 Salto";-;1;-;-;1;2;-;9;-;-;18;130;-;3;-;2;-;-;-;4;-;-;-;-;-;1;-;-;-;5;3;-;1;-;-;-;180
"354530 Salto de Pirapora";-;1;-;-;-;1;-;8;-;-;2;44;-;-;1;1;-;-;-;2;-;-;-;-;-;1;-;-;-;4;4;-;-;-;-;-;69
"354540 Salto Grande";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;6
"354550 Sandovalina";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354560 Santa Adélia";1;1;-;-;-;-;-;5;-;-;2;19;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;4;-;-;-;-;-;-;35
"354570 Santa Albertina";-;-;-;-;-;-;-;2;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;8
"354580 Santa Bárbara d'Oeste";-;1;-;-;-;1;-;18;-;-;18;231;-;-;-;2;1;-;-;3;-;-;2;-;-;1;1;-;-;24;1;-;1;-;-;-;305
"354600 Santa Branca";-;-;-;-;-;-;-;2;-;-;1;3;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;2;1;-;-;-;-;-;12
"354610 Santa Clara d'Oeste";-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"354620 Santa Cruz da Conceição";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;4
"354625 Santa Cruz da Esperança";1;-;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;7
"354630 Santa Cruz das Palmeiras";1;-;-;-;-;-;-;3;-;-;2;45;-;-;-;1;-;-;-;7;-;-;-;-;-;1;-;-;-;7;-;-;2;-;-;-;69
"354640 Santa Cruz do Rio Pardo";-;1;-;-;-;1;-;9;-;-;10;103;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;13;-;-;3;-;-;1;144
"354650 Santa Ernestina";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354660 Santa Fé do Sul";1;-;-;-;-;1;-;9;-;-;30;48;-;-;-;1;-;-;-;5;-;-;1;-;1;1;-;-;-;8;1;-;1;-;-;-;108
"354670 Santa Gertrudes";-;-;-;-;-;1;-;4;-;-;5;25;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;3;-;-;2;-;-;-;43
"354680 Santa Isabel";-;1;-;-;-;-;-;10;-;-;6;7;-;-;-;1;-;-;-;1;-;-;1;-;-;1;-;-;-;1;-;-;1;1;-;-;31
"354690 Santa Lúcia";-;-;-;-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;6
"354700 Santa Maria da Serra";-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;7
"354710 Santa Mercedes";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"354740 Santa Rita d'Oeste";1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"354750 Santa Rita do Passa Quatro";-;-;-;-;-;1;-;6;-;-;8;50;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;-;74
"354760 Santa Rosa de Viterbo";-;-;-;-;-;1;-;3;-;-;3;40;-;-;-;1;-;-;-;3;-;2;1;-;-;1;1;-;-;4;2;-;1;-;-;-;63
"354765 Santa Salete";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354720 Santana da Ponte Pensa";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354730 Santana de Parnaíba";-;1;-;-;-;3;-;10;-;-;7;9;-;1;-;1;-;-;-;2;-;-;2;-;-;1;-;-;-;5;-;-;1;-;-;-;43
"354770 Santo Anastácio";-;-;-;-;-;-;-;5;-;-;1;31;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;40
"354780 Santo André";-;1;1;-;7;5;-;33;-;-;238;172;-;1;1;10;3;1;-;89;-;-;5;-;3;1;2;-;-;43;2;-;19;-;-;-;637
"354790 Santo Antônio da Alegria";-;-;-;-;-;-;-;6;-;-;1;2;-;1;-;1;-;-;1;1;-;-;-;-;-;1;-;-;-;2;2;1;1;-;-;-;20
"354800 Santo Antônio de Posse";2;-;-;-;-;1;-;6;-;-;2;9;-;1;-;-;-;-;-;3;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;26
"354805 Santo Antônio do Aracanguá";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"354810 Santo Antônio do Jardim";-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;8
"354820 Santo Antônio do Pinhal";2;1;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;6;1;-;-;1;-;-;-;-;-;-;1;-;-;-;15
"354830 Santo Expedito";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354840 Santópolis do Aguapeí";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;3
"354850 Santos";-;3;1;1;5;9;-;33;-;-;194;1156;3;1;2;12;9;-;1;3;-;-;3;-;3;2;3;-;-;78;-;-;11;1;-;-;1534
"354860 São Bento do Sapucaí";-;1;-;-;-;-;-;2;-;-;-;7;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;15
"354870 São Bernardo do Campo";4;1;1;-;7;9;-;35;-;-;254;411;1;1;5;12;3;-;-;40;-;-;11;-;2;1;2;-;-;52;5;1;17;2;1;-;878
"354880 São Caetano do Sul";-;1;-;1;3;2;-;13;-;-;185;433;-;-;-;6;1;-;-;4;-;1;2;-;-;1;2;-;-;31;2;-;4;4;-;-;696
"354890 São Carlos";-;1;1;1;1;3;-;35;-;-;56;482;-;-;-;4;1;-;-;56;-;-;3;-;-;1;-;-;-;40;-;-;8;3;-;-;696
"354900 São Francisco";1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"354910 São João da Boa Vista";1;1;1;1;-;3;-;13;-;-;25;462;-;9;-;2;2;-;-;2;-;-;1;-;-;2;2;-;-;16;1;-;3;2;-;-;549
"354920 São João das Duas Pontes";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354925 São João de Iracema";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"354930 São João do Pau d'Alho";-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"354940 São Joaquim da Barra";-;-;-;-;-;1;-;11;-;-;5;167;-;-;-;1;-;-;1;3;-;-;1;-;-;1;-;-;-;35;-;-;-;-;-;-;226
"354950 São José da Bela Vista";-;-;-;-;-;-;-;4;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"354960 São José do Barreiro";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"354970 São José do Rio Pardo";-;-;-;-;-;1;-;9;-;-;39;107;1;-;-;1;-;-;-;1;-;-;-;-;1;1;-;-;2;28;-;-;2;-;-;-;193
"354980 São José do Rio Preto";1;2;1;-;3;6;-;30;-;3;131;673;3;4;9;6;7;-;2;72;-;-;4;-;1;2;2;-;-;103;2;-;12;1;-;1;1081
"354990 São José dos Campos";-;1;1;-;7;5;-;40;-;2;161;1432;-;2;7;14;4;-;1;11;-;1;5;2;1;1;1;-;-;76;2;1;9;5;-;2;1794
"354995 São Lourenço da Serra";-;-;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;3;-;-;-;10
"355000 São Luís do Paraitinga";-;1;-;-;-;-;-;4;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;11
"355010 São Manuel";-;-;-;-;-;1;-;7;-;-;2;93;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;7;-;-;-;1;-;-;113
"355020 São Miguel Arcanjo";-;1;-;-;-;1;-;6;-;-;2;27;-;12;-;1;-;-;-;1;-;-;-;-;-;1;1;-;-;3;-;-;1;-;-;-;57
"355030 São Paulo";-;13;1;-;39;95;2;494;-;5;4432;14266;9;160;51;148;59;1;6;304;-;16;23;5;20;14;99;3;-;886;29;-;214;36;6;5;21441
"355040 São Pedro";-;-;-;-;-;1;-;6;-;-;5;62;-;-;-;1;-;-;-;1;-;1;1;-;-;1;-;-;-;3;-;-;-;-;-;-;82
"355050 São Pedro do Turvo";1;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"355060 São Roque";-;1;-;-;-;1;-;11;-;-;18;157;-;-;-;2;-;-;-;8;-;-;-;-;-;2;-;-;-;11;1;-;-;-;-;12;224
"355070 São Sebastião";-;1;1;-;-;2;-;28;-;-;4;126;-;2;-;1;-;-;-;-;-;-;1;-;1;1;-;1;-;12;2;-;6;-;-;-;189
"355080 São Sebastião da Grama";1;-;-;-;-;-;-;5;-;-;2;13;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;26
"355090 São Simão";-;-;-;-;-;-;-;4;-;-;5;20;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;2;-;1;-;-;-;37
"355100 São Vicente";1;1;1;-;-;5;-;28;-;-;38;159;-;1;1;4;2;-;-;12;-;3;2;-;-;1;-;-;-;14;2;-;6;1;-;-;282
"355110 Sarapuí";-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;1;-;-;-;8
"355120 Sarutaiá";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"355130 Sebastianópolis do Sul";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;4
"355140 Serra Azul";-;-;-;-;-;-;-;7;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;12
"355160 Serra Negra";-;-;-;1;-;1;-;10;-;-;5;41;-;-;-;1;-;-;-;3;-;-;-;-;-;1;-;-;-;4;1;-;-;-;-;-;68
"355150 Serrana";-;-;-;-;-;-;-;6;-;-;12;17;-;-;-;2;-;-;-;1;-;-;1;-;-;2;-;-;-;1;3;-;1;-;-;-;46
"355170 Sertãozinho";-;1;-;-;-;1;-;9;-;-;52;247;-;1;-;2;1;-;-;9;-;-;1;-;1;2;1;-;-;22;4;-;3;-;-;-;357
"355180 Sete Barras";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;7
"355190 Severínia";-;-;-;-;-;-;-;3;-;-;1;4;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;16
"355200 Silveiras";-;-;-;-;-;-;-;3;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;7
"355210 Socorro";-;-;-;1;-;1;-;10;-;-;3;37;-;-;-;1;-;-;-;3;-;3;-;-;-;1;-;-;-;5;-;-;1;-;-;-;66
"355220 Sorocaba";-;2;1;-;5;8;-;33;-;-;87;730;-;3;3;8;3;-;2;88;-;5;4;1;1;3;4;-;-;92;-;-;10;12;-;-;1105
"355230 Sud Mennucci";-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;7
"355240 Sumaré";-;1;-;1;-;2;-;25;-;-;28;107;-;2;-;1;2;-;-;28;-;-;6;-;-;1;-;-;-;23;1;-;-;-;-;-;228
"355255 Suzanápolis";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"355250 Suzano";4;-;1;-;-;4;-;22;-;-;60;115;-;-;-;2;-;-;-;16;-;-;2;-;2;1;-;-;-;18;3;-;7;-;-;-;257
"355260 Tabapuã";-;-;-;-;-;-;-;2;-;1;3;11;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;21
"355270 Tabatinga";-;-;-;-;-;-;-;4;-;-;1;24;-;-;-;1;-;-;-;5;-;-;-;-;1;1;-;-;-;6;-;-;-;-;-;-;43
"355280 Taboão da Serra";-;1;1;-;-;3;-;13;-;-;19;44;-;1;1;3;-;-;-;18;-;-;1;1;-;1;2;-;-;6;4;-;4;-;-;-;123
"355290 Taciba";-;-;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"355300 Taguaí";-;-;-;-;-;-;-;4;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;14
"355310 Taiaçu";1;-;-;-;-;-;-;3;-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;11
"355320 Taiúva";-;-;-;-;-;-;-;2;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;1;-;-;-;-;17
"355330 Tambaú";-;1;-;1;-;-;-;8;-;-;2;40;-;5;-;1;-;-;-;1;-;1;-;-;1;1;-;-;-;9;-;-;1;-;-;-;72
"355340 Tanabi";-;-;-;-;-;-;-;7;-;-;13;16;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;4;-;-;1;-;-;-;46
"355350 Tapiraí";-;1;-;-;-;-;-;3;-;-;1;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;9
"355360 Tapiratiba";-;-;-;-;-;1;-;5;-;-;1;5;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;16
"355365 Taquaral";-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"355370 Taquaritinga";-;-;-;-;-;2;-;10;-;-;6;115;-;-;-;1;1;-;-;3;-;1;1;-;-;1;-;-;-;9;1;-;1;-;-;2;154
"355380 Taquarituba";-;-;-;-;-;-;-;6;-;-;-;4;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;4;-;-;1;-;-;-;18
"355385 Taquarivaí";-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;6
